lemma	pos	en_word	en_definition	de_word	de_definition	fr_word	fr_definition	sentence	code	wn_definition_en	confidence_en	wn_definition_de	confidence_de	wn_definition_fr	confidence_fr
afalen	VRB	to occur	to come to mind	einfallen	Gedanke	venir à l'esprit		mir fält am Ament kee bessert Wuert an 	AFALEN1UNI2	come to one's mind; suggest itself	0.563480019569397				
afänken	VRB	to catch	an animal	einfangen	ein Tier	rattraper	un animal	d'Bauere wëllen déi ausgebrache Ranner nees afänken 	AFANKEN1UNI1	capture as if by hunting, snaring, or trapping	0.2646195888519287				
aféieren	VRB	to introduce	to establish	einführen	den Gebrauch	instaurer		déi nei Methode sollen och an de Lëtzebuerger Schoulen ageféiert ginn 	AFEIEREN1UNI1	cause to come to know personally	0.5478169322013855				
aféieren	VRB	to introduce	to acquaint with	einführen	vertraut machen	initier	à des connaissances	dat ass de Professer, dee mech an d'Literatur ageféiert huet 	AFEIEREN1UNI3	cause to come to know personally	0.58612060546875				
aféieren	VRB	to introduce		einführen	hineinschieben	introduire	insérer, faire pénétrer	d'Doktesch huet d'Sonde ganz virsiichteg an de Mo ageféiert 	AFEIEREN1UNI4			in etwas hineinlegen oder einführen	0.7000622749328613		
Aféierung	SUBST	introduction	of something new	Einführung		introduction	d'une nouveauté	duerch d'Aféierung vum Computer huet d'Bürosaarbecht sech staark verännert 	AFEIERUNG1UNI1	the act of beginning something new	0.6319668292999268			the act of beginning something new	0.6319668292999268
Aféierung	SUBST	introduction	initiation	Einführung		introduction		dëst Buch ass eng gutt Aféierung an déi schwéier Matière 	AFEIERUNG1UNI2	the act of beginning something new	0.5004117488861084			the act of beginning something new	0.5004117488861084
afëllen	VRB	to bottle	a liquid	abfüllen		mettre en bouteilles		gëschter huet de Wënzer de Wäin agefëllt 	AFELLEN1UNI1	store (liquids or gases) in bottles	0.44549763202667236				
Affär	SUBST	business	affair, event	Affäre		affaire	situation délicate	eise Portier ass an eng lusch Affär eragezu ginn 	AFFAR1UNI1	incidental activity performed by an actor for dramatic effect	0.33021506667137146			a vaguely specified social event	0.5741028785705566
Affär	SUBST	case	legal	Fall		affaire	judiciaire	hei am Land huet e Riichter iwwer 200 Affären d'Joer ze behandelen 	AFFAR1UNI3	a special set of circumstances	0.24836228787899017				
Affär	SUBST	affair	love affair	Affäre		liaison (amoureuse)		mäi Monni huet eng Affär mat enger bestueter Fra 	AFFAR1UNI7	a usually secretive or illicit sexual relationship	0.4633070230484009				
Affekotin	SUBST	lawyer	female	Rechtsanwältin		avocate		d'Affekotin huet hire Client gutt beroden 	AFFEKOTIN1UNI1	a professional person authorized to practice law; conducts lawsuits or gives legal advice	0.06698798388242722				
Affektatioun	SUBST	purpose	use	Bestimmung		affectation	utilisation, emploi prévu	d'Gebai gëtt renovéiert a kritt eng nei Affektatioun 	AFFEKTATIOUN1UNI1	what something is used for	0.524544894695282				
Affektatioun	SUBST	post	job	Anstellung	Stelle	emploi	embauche	ech kréien eng Affektatioun bei der Gemeng 	AFFEKTATIOUN1UNI2	a job in an organization	0.6154341697692871				
affektéieren	VRB	to post	to nominate	auf einen Posten berufen		affecter	nommer	well hien am Süde wunnt, gouf en och dohin affektéiert 	AFFEKTEIEREN1UNI1	assign to a station	0.27392375469207764				
Affer	SUBST	offertory	in church	Opfergeld		offrande		de Paschtouer hat haut en décken Affer 	AFFER2UNI1	the offerings of the congregation at a religious service	0.40939077734947205				
afferen	VRB	to sacrifice	to give up selflessly	opfern	verzichten auf	sacrifier	négliger, abandonner pour une cause	wiers du bereet, deng Fräizäit dofir ze afferen ? 	AFFEREN1UNI1	endure the loss of	0.49918293952941895				
afferen	VRB	to sacrifice	as an offering to a deity	opfern	zum Opfer bringen	sacrifier	offrir en sacrifice	fréier goufen Déieren a Mënsche geaffert 	AFFEREN1UNI3	make a sacrifice of; in religious rituals	0.5980048179626465	töten oder zerstören	0.5498594641685486		
affichéieren	VRB	to display	on a screen	anzeigen	auf dem Bildschirm	afficher	à l'écran	d'Resultater ginn um Ecran affichéiert 	AFFICHEIEREN1UNI3	to show, make visible or apparent	0.34887319803237915				
Affiliatioun	SUBST	affiliation	membership	Zugehörigkeit		affiliation		d'Affiliatioun bei enger Krankekeess ass obligatoresch 	AFFILIATIOUN1UNI1	the act of becoming formally connected or joined	0.3040950298309326				
Affirmatioun	SUBST	allegation		Behauptung	Aussage	affirmation	assertion	dat ass eng Affirmatioun , déi schlëmm Konsequenze kann hunn 	AFFIRMATIOUN1UNI1			eine Aussage, die die Existenz oder die Wahrheit von etwas behauptet	0.519228994846344		
Afghanin	SUBST	Afghan	female	Afghanin		Afghane		meng bescht Frëndin ass Afghanin 	AFGHANIN1UNI1	a native or inhabitant of Afghanistan	0.2737687826156616				
Afloss	SUBST	influence	power	Einfluss	Macht	influence	pouvoir	als Member vum Verwaltungsrot huet säi Papp vill Afloss an der Firma 	AFLOSS1UNI1	one having power to influence another	0.4663199782371521	Macht, mit der etwas oder jemand beeinflusst oder beherrscht wird	0.7079833745956421		
Afloss	SUBST	influence	effect	Einfluss	Einwirkung	influence	effet, emprise	de Mound huet Afloss op d'Stréimung vum Mier 	AFLOSS1UNI2	the effect of one thing (or person) on another	0.5659583806991577	Macht, mit der etwas oder jemand beeinflusst oder beherrscht wird	0.5772040486335754	the effect of one thing (or person) on another	0.5659583806991577
afréieren	VRB	to freeze	to preserve at low temperature	einfrieren		congeler		meng Mamm fréiert d'Geméis aus dem Gaart direkt nom Plécken an 	AFREIEREN1UNI1	be very cold, below the freezing point	0.49058181047439575				
afréieren	VRB	to freeze	to block	einfrieren	blockieren, sperren	geler	bloquer	d'Subside vun de Gemenge sinn zäitweileg agefruer ginn 	AFREIEREN1UNI2	stop a process or a habit by imposing a freeze on it	0.28392472863197327				
Afrikanerin	SUBST	African	female	Afrikanerin		Africaine		d'Weltmeeschterin am Héichsprong ass den Ament eng Afrikanerin 	AFRIKANERIN1UNI1	a native or inhabitant of Africa	0.25494384765625				
ageheien	VRB	to post	a letter	einwerfen	einen Brief, eine Münze	poster	une lettre	ech muss d'Bréiwer den Owend nach ageheien 	AGEHEIEN1UNI1	cause to be directed or transmitted to another place	0.3044421970844269				
ageheien	VRB	to break	by throwing something	einwerfen	zertrümmern	casser	par le jet d'un projectile	d'Bouwen hu mam Ball d'Kellerfënster agehäit 	AGEHEIEN1UNI3	make the opening shot that scatters the balls	0.4770766794681549			smash or break forcefully	0.5039366483688354
agéieren	VRB	to act		handeln	tätig werden, tätig sein	agir	entrer en action, être en action	an dëser Affär muss séier agéiert ginn 	AGEIEREN1UNI1			seinen Pflichten nachkommen	0.7061977386474609		
Agemaachtes	SUBST	preserves	preserved, pickled, bottled food	Eingemachte(s)		aliments en bocaux		meng Bomi huet an hirer Spënnche vill Agemaachtes stoen 	AGEMAACHTES1UNI1	fruit preserved by cooking with sugar	0.47692668437957764				
Agence	SUBST	branch	office	Filiale		agence	succursale	d'Bank huet hien als Gerant vun der Agence op der Gare nominéiert 	AGENCE1UNI1	a division of some larger or more complex organization	0.1895783394575119				
Agence	SUBST	agency	representative	Agentur	Vermittlungsagentur	agence	intermédiaire	d'Pianistin gëtt vun enger bekannter Agence vertrueden 	AGENCE1UNI2	the state of serving as an official and authorized delegate or agent	0.316392183303833				
Agence	SUBST	agency	official department	Institut		agence	organisme administratif	d'Regierung huet hir nei Agence fir Entwécklungshëllef virgestallt 	AGENCE1UNI3	an administrative unit of government	0.6121065616607666			an administrative unit of government	0.6121065616607666
Agent	SUBST	agent	for insurance, for property	Agent		agent	représentant	ech muss dem Agent vu menger Assurance nach uruffen 	AGENT1UNI2	any agent or representative of a federal agency or bureau	0.2625093460083008				
Agentin	SUBST	agent	female representative	Agentin		agente	représentante	meng Agentin huet déi perfekt Wunneng fir mech fonnt! 	AGENTIN1UNI2	a representative who acts on behalf of other persons or organizations	0.5289490818977356				
ageschriwwen	ADJ	registered	enrolled	eingeschrieben		inscrit	enregistré	déi ageschriwwe Membere vum Club hu gewësse Virdeeler 	AGESCHRIWWEN1UNI1	listed or recorded officially	0.213430255651474				
aggresséieren	VRB	to attack	physically	angreifen	körperlich	agresser	physiquement	de Mann gouf mat engem Messer aggresséiert an uerg verwonnt 	AGGRESSEIEREN1UNI1	attack someone physically or emotionally	0.34977099299430847				
aggresséieren	VRB	to attack	verbally	angreifen	verbal	agresser	verbalement	op der leschter Generalversammlung huet e Member de President stänneg aggresséiert 	AGGRESSEIEREN1UNI2	attack someone physically or emotionally	0.5180963277816772				
aggresséieren	VRB	to attack	foreign state	angreifen	fremdes Staatsgebiet	agresser	un État	dat klengt Land ass an senger Geschicht schonn dacks aggresséiert ginn 	AGGRESSEIEREN1UNI3	launch an attack or assault on; begin hostilities or start warfare with	0.2728902995586395				
Aggressioun	SUBST	aggression	military, territorial	Aggression	auf fremdes Staatsgebiet	agression	contre un État	dat Land huet sech scho géint vill Aggressioune misse wieren 	AGGRESSIOUN1UNI1	the act of initiating hostilities	0.3719802498817444				
Aggressioun	SUBST	aggression	aggressive attitude	Aggression	Gewaltbereitschaft	agression	disposition à la violence	säi Mësserfolleg huet Aggressioune bei him provozéiert 	AGGRESSIOUN1UNI2	a disposition to behave aggressively	0.7307007312774658	gewalttätige Handlung, die feindselig und in der Regel unprovoziert ist	0.5857245326042175	a disposition to behave aggressively	0.7307007312774658
Aggressioun	SUBST	attack	on a person	Überfall	auf eine Person	agression	attaque	no der Aggressioun konnt de Schëllege vun der Police festgeholl ginn 	AGGRESSIOUN1UNI3	the act of attacking	0.28254327178001404				
aggressiv	ADJ	aggressive	belligerent	aggressiv	gewaltbereit	agressif	menaçant	säin aggressiivt Behuele mécht eis Suergen 	AGGRESSIV1UNI1	characteristic of an enemy or one eager to fight	0.475284218788147	mutig sein	0.7009745240211487	defiantly aggressive	0.6511802673339844
aggressiv	ADJ	aggressive	reckless	aggressiv		agressif		d'Police huet gëschter Owend en aggressive Chauffer ugehalen 	AGGRESSIV1UNI2	having or showing determination and energetic pursuit of your ends	0.3385397493839264			defiantly aggressive	0.5311353802680969
aggressiv	ADJ	aggressive	garish	aggressiv		agressif		an den Achtzegerjore waren déi aggressiv Faarwe modern 	AGGRESSIV1UNI3	characteristic of an enemy or one eager to fight	0.13394738733768463				
aggressiv	ADJ	aggressive	dynamic, forceful	aggressiv	dynamisch, expansiv	agressif	dynamique, efficace	si hunn eng aggressiv Verkafspolitik 	AGGRESSIV1UNI4	having or showing determination and energetic pursuit of your ends	0.4110931158065796			defiantly aggressive	0.5748895406723022
Aggressivitéit	SUBST	aggressiveness	violent disposition	Aggressivität	Charaktereigenschaft	agressivité		ech reagéiere meng Aggressivitéit duerch Boxen of 	AGGRESSIVITEIT1UNI1	a natural disposition to be hostile	0.6887304782867432			defiantly aggressive	0.5719859600067139
aginn	VRB	to administer	a medicine	einflößen	eine Arznei	administrer	un remède	et ass net einfach, engem klenge Kand e Sirop anzeginn 	AGINN1UNI1	give or apply (medications)	0.4589129686355591				
aginn	VRB	to enter	digital data	eingeben	digitale Daten	saisir	des données numériques	du muss däi Benotzernumm an däi Passwuert aginn , fir dech anzeloggen 	AGINN1UNI2	make a record of; set down in permanent form	0.162492036819458				
Agnostikerin	SUBST	agnostic	female	Agnostikerin		(femme) agnostique		fréier war ech eng iwwerzeegt Atheistin, haut géif ech mech éischter als Agnostikerin bezeechnen 	AGNOSTIKERIN1UNI1	someone who is doubtful or noncommittal about something	0.23251178860664368				
agoen	VRB	to die	animal, plant	eingehen		mourir	en parlant d'un animal, d'une plante	d'Kéi vum Haff sinn all un enger Kränkt agaangen 	AGOEN1UNI2	pass from physical life and lose all bodily attributes and functions necessary to sustain life	0.24716511368751526				
agoen	VRB	to make	a deal	eingehen		prendre	un risque	déi zwee Politiker si virun de Walen en Deal mateneen agaangen 	AGOEN1UNI6	amount to	0.290881872177124				
Agraff	SUBST	staple	for office purpose	Heftklammer	Drahtklammer	agrafe	de bureau	heft d'Blieder wannechgelift mat enger Agraff zesummen! 	AGRAFF1UNI1	paper fastener consisting of a short length of U-shaped wire that can fasten papers together	0.35067257285118103				
agreéieren	VRB	to approve		zulassen	genehmigen	agréer	admettre, autoriser	de Ministère huet déi nei Raimlechkeete vun der Crèche agreéiert 	AGREEIEREN1UNI1			Möglichkeit bieten	0.5555538535118103		
Agrement	SUBST	licence	authorization	Zulassung	Erlaubnis	agrément	permission	fir eng konventionéiert Crèche däerfen opzemaachen, brauch een en Agrement vum zoustännege Ministère 	AGREMENT1UNI1	a legal document giving official permission to do something	0.423326700925827	amtliche Erlaubnis oder Genehmigung	0.7322547435760498		
Agrement	SUBST	licence	document	Zulassung	Dokument	agrément	document	de Ministère huet den Agrement nach net zeréckgeschéckt 	AGREMENT1UNI2	a legal document giving official permission to do something	0.4134312868118286				
Ägypterin	SUBST	Egyptian	female	Ägypterin		Égyptienne		meng bescht Frëndin ass Ägypterin 	AGYPTERIN1UNI1	a native or inhabitant of Egypt	0.24693886935710907				
Ahorn	SUBST	maple	plant	Ahorn	Pflanze	érable	plante	de Fierschter huet jonk Ahorne planze gelooss 	AHORN1UNI1	any of numerous trees or shrubs of the genus Acer bearing winged seeds in pairs; north temperate zone	0.36929094791412354	Typusgattung der Aceraceae; Bäume oder Sträucher mit geflügelten Früchten	0.5401715040206909		
Ahorn	SUBST	maple	wood	Ahorn	Holz	érable	bois	eisen neie Schaf ass aus Ahorn 	AHORN1UNI2	wood of any of various maple trees; especially the hard close-grained wood of the sugar maple; used especially for furniture and flooring	0.6080299615859985				
Aide	SUBST	(financial) aid		Beihilfe	finanzielle Unterstützung	aide (financière)		wann ee säin Haus wëllt energeetesch sanéieren, huet ee verschidden Aiden zegutt 	AIDE1UNI1			jede finanzielle Unterstützung	0.7668710947036743		
Aids	SUBST	AIDS		Aids	Immunschwäche	sida	déficience immunitaire	Aids ass nach net heelbar, awer effikass ze behandelen 	AIDS1UNI2			eine schwere (oft tödliche) Erkrankung des Immunsystems, die durch Blutprodukte, insbesondere durch sexuellen Kontakt oder kontaminierte Nadeln, übertragen wird	0.5658859014511108		
Äifer	SUBST	irritation	anger	Erregung	Aufgebrachtheit	irritation	colère	wann s de däi Papp net mat Rou léiss, da geréit en nach an den Äifer ! 	AIFER1UNI2	a sudden outburst of anger	0.5996200442314148			a sudden outburst of anger	0.5996200442314148
Aiglefin	SUBST	haddock	food	Schellfisch	Nahrungsmittel	églefin	aliment	den Aiglefin schmaacht am beschten, wann een en am Béierdeeg frittéiert 	AIGLEFIN1UNI1	lean white flesh of fish similar to but smaller than cod; usually baked or poached or as fillets sauteed or fried	0.21238325536251068				
Aiglefin	SUBST	haddock	animal	Schellfisch	Tier	églefin	animal	d'Weibche vum Aiglefin ka bis zu 1,5 Milliounen Eeër leeën 	AIGLEFIN1UNI2	lean white flesh of fish similar to but smaller than cod; usually baked or poached or as fillets sauteed or fried	0.15031282603740692				
Airelle	SUBST	lingonberry	fruit	Preiselbeere	Frucht	airelle (rouge)	fruit	ech kachen all Joer Gebeess vun den Airellen , fir beim Wëld ze zerwéieren 	AIRELLE1UNI1	tart red berries similar to American cranberries but smaller	0.41257816553115845				
Äis	SUBST	ice		Eis	gefrorenes Wasser	glace	eau congelée	de Séi läit ënner enger dënner Schicht Äis 	AIS1UNI1			ein gefrorenes Dessert mit Fruchtaroma (insbesondere ohne Milch)	0.5038236379623413		
