lemma	pos	en_word	en_definition	sentence	code	wn_definition	confidence	lux_definition
bannenan	ADV	inside	indoors	elo huet dee Klautjen d'Dier zougezunn an de Schlëssel bannena leie gelooss! 	BANNENAN1UNI1	within a building	0.7484585046768188	an engem Gebai dran
bannenzeg	ADJ	inside	on the inner side	de Schlëssel ass an der bannenzeger Täsch vu mengem Mantel 	BANNENZEG1UNI1	away from the outer edge	0.6079378128051758	net no beim baussenzege Bord
bannescht	ADJ	inside	on the inner side	ech hunn e Lach an der banneschter Täsch vu mengem Paltong 	BANNESCHT1UNI1	away from the outer edge	0.6079378128051758	net no beim baussenzege Bord
Bar	SUBST	bar	unit of pressure	am Tank ass en Drock vun dräi Bar 	BAR2UNI1	(meteorology) a unit of pressure equal to a million dynes per square centimeter	0.7190774083137512	(meteorologesch) Eng Eenheet fir Loftdrock, déi enger Millioun Dyn pro Quadratzentimeter entsprécht.
Barème	SUBST	scale	to measure amounts	d'Steiere ginn no engem gesetzlech festgeluechte Barème berechent 	BAREME1UNI1	a measuring instrument for weighing; shows amount of mass	0.7207554578781128	E Miessinstrument fir Gewiicht ze moossen; weist wéi vill Mass eppes huet.
Basar	SUBST	stuff	belongings	den ontreie Mann gouf vun senger Fra mat sengem ganze Basar erausgehäit 	BASAR1UNI3	informal terms for personal possessions	0.6676928997039795	Informell Bezeechnunge fir perséinlech Géigestänn.
Basketball	SUBST	basketball	ball	hire Basketball huet e Lach 	BASKETBALL1UNI2	an inflated ball used in playing basketball	0.6614161133766174	E opgepompelte Ball, deen an engem Sport benotzt gëtt, bei deem ee probéiert, de Ball an e Kuerf ze geheien.
Bastioun	SUBST	bastion	part of a fortification	nom Krich goufen d'Bastioune vun der Stad gesprengt 	BASTIOUN1UNI1	a stronghold into which people could go for shelter during a battle	0.6109791994094849	Eng Plaz, wou d'Leit sech wärend enger Schluecht zeréckzéie kënnen, fir Schutz ze sichen.
Bataklang	SUBST	stuff	belongings	féier dee Bataklang do nëmmen op den Tipp! 	BATAKLANG1UNI1	informal terms for personal possessions	0.6676928997039795	Ëmgangssproochlech Wieder fir perséinlech Saachen.
bauen	VRB	to build	to construct	wéini ass déi Bréck gebaut ginn ? 	BAUEN1UNI1	order, supervise, or finance the construction of	0.6350950598716736	Eng Konstruktioun an Optrag ginn, iwwerwaachen oder finanzéieren.
bauen	VRB	to build	to construct	op dee kanns de (Haiser) bauen 	BAUEN1UNI1_EGS	order, supervise, or finance the construction of	0.6350950598716736	Eng Konstruktioun an Optrag ginn, iwwerwaachen oder finanzéieren.
baupsen	VRB	to snap	to say in an angry way	du muss net direkt baupsen , wann der eppes net geet! 	BAUPSEN1UNI2	utter in an angry, sharp, or abrupt tone	0.7643598318099976	op eng rosen, schaarf oder kuerz Manéier schwätzen
baussent	PREP	outside	beyond the boundaries of	si wunne baussent der Stad 	BAUSSENT1UNI1	originating or belonging beyond some bounds:	0.6212642192840576	vun ausserhalb vu bestëmmte Grenze stammend oder dozou gehéierend
baussent	PREP	outside	beyond the boundaries of	bleif mir baussent der Dier! 	BAUSSENT1UNI1_EGS	originating or belonging beyond some bounds:	0.6212642192840576	vun ausserhalb vu bestëmmte Grenze stammend oder dozou gehéierend
beandrocken	VRB	to impress	to have an effect on	mech ka keen esou séier beandrocken ! 	BEANDROCKEN1UNI1	have an emotional or cognitive impact upon	0.7332794070243835	En emotional oder gedanklech Wierkung op een hunn
bedeitend	ADJ	important	significant	d'Infirmière huet an där Geschicht eng bedeitend Roll gespillt 	BEDEITEND1UNI1	important in effect or meaning	0.6055992245674133	vun héijem Wäert oder mat groussen Auswierkungen
Bedroung	SUBST	threat	danger	an eiser moderner Welt gëtt den Terrorismus vu ville Leit als déi gréisst Bedroung ugesinn 	BEDROUNG1UNI1	something that is a source of danger	0.6494499444961548	Eppes, dat eng Gefor duerstellt.
Been	SUBST	leg	limb	vill Leit hunn ee Bee méi kuerz ewéi dat anert 	BEEN1UNI1	the limb of an animal used for food	0.6994244456291199	Deel vum Kierper vun engem Déier, déi als Iesse benotzt gëtt
Been	SUBST	leg	limb	no deem laange Marsch ass meng Frëndin bal vun de Bee gefall 	BEEN1UNI1_EGS	the limb of an animal used for food	0.6994244456291199	Deel vum Kierper vun engem Déier, deen als Iesse benotzt gëtt.
befäegen	VRB	to qualify	to make qualified	déi Ausbildung befäegt een, e Restaurant opzemaachen 	BEFAEGEN1UNI1	prove capable or fit; meet requirements	0.6840767860412598	weisen, datt ee fäeg oder gëeegent ass; den Ufuerderunge gerecht ginn
befannen	VRB	to be	to be situated	léif Visiteuren, mir befannen eis hei am eelsten Deel vum Schlass 	BEFANNEN1UNI2	occupy a certain position or area; be somewhere	0.7078455090522766	op enger bestëmmter Plaz oder an engem bestëmmte Beräich sinn; iergendwou sinn
Begrenzung	SUBST	limitation	restriction	mir halen d'Begrenzung vun der Mandatszäit vun de Kommiteesmembere fir eng nëtzlech Moossnam 	BEGRENZUNG1UNI1	the quality of being limited or restricted	0.7103269100189209	D'Eegenschaft, limitéiert oder ageschränkt ze sinn.
behellegen	VRB	to bother	to disturb	ech behellegen hien net mat menge Suergen, hien huet der selwer genuch 	BEHELLEGEN1UNI1	cause annoyance in; disturb, especially by minor irritations	0.6717461943626404	Duerch kleng Stéierungen oder Onrouen engem op d'Narwe goen oder seng Rou stéieren.
behiewen	VRB	to remedy	to rectify	et soll ee kleng Schwieregkeeten direkt behiewen 	BEHIEWEN1UNI1	act of correcting an error or a fault or an evil	0.6070860624313354	Handlung fir e Feeler, e Mangel oder eppes Schlechtes erëm gutt ze maachen.
beichten	VRB	to confess	to admit	d'Kand huet sengen Eltere gebeicht , et hätt eng gestiicht 	BEICHTEN1UNI2	admit (to a wrongdoing)	0.7148165702819824	zougi fir eppes Falsches gemaach ze hunn
béisaarteg	ADJ	malignant	tumour, disease	mäi Monni huet e béisaartegen Tumor am Kapp 	BEISAARTEG1UNI2	dangerous to health; characterized by progressive and uncontrolled growth (especially of a tumor)	0.737325131893158	geféierlech fir d'Gesondheet; zeechent sech duerch eng progressiv an onkontrolléiert Wuessung aus (besonnesch bei engem Tumor)
bekennen	VRB	to confess	to admit to	an der Beicht bekennt e Gleewegen seng Sënnen 	BEKENNEN1UNI1	admit (to a wrongdoing)	0.7572916746139526	zougi fir eppes Falsches gemaach ze hunn
bekennen	VRB	to confess	to admit to	elo muss de Faarf bekennen ! 	BEKENNEN1UNI1_EGS	admit (to a wrongdoing)	0.7572916746139526	zougi wéi ee Feeler gemaach huet
beliichten	VRB	to expose	photographic film	d'Fotoe sinn näischt ginn, well ech se schlecht beliicht hat 	BELIICHTEN1UNI4	expose to light, of photographic film	0.6531981229782104	engem fotografesche Film Liicht zoukomme loossen
Beliichtung	SUBST	exposure	of a film, of a photo	deng Fotoe sinn ze däischter, probéier emol eng aner Beliichtung 	BELIICHTUNG1UNI1	the act of exposing film to light	0.6008384227752686	D'Handlung, bei där e Film mam Liicht a Kontakt kënnt.
bëlleg	ADJ	cheap	low in price	d'Iesse war gutt a bëlleg ! 	BELLEG1UNI1	relatively low in price or charging low prices	0.6712433695793152	mat engem relativ niddrege Präis oder dee wéineg kascht
bëlleg	ADJ	cheap	low in price	hei kritt ee gutt Qualitéit fir bëllegt Geld 	BELLEG1UNI1_EGS	relatively low in price or charging low prices	0.6712433695793152	mat engem relativ niddrege Präis oder dee wéineg kascht
Bëlz	SUBST	bonce	head	bei der Kläpperei krut ee vun den Implizéierten eng op d'Bëlz 	BELZ1UNI2	informal terms for a human head	0.6931226253509521	Ëmgangssproochlecht Wuert fir e mënschleche Kapp
Bemierkung	SUBST	remark	comment, observation	du hues et eraus, fir am richtege Moment déi richteg Bemierkung ze maachen! 	BEMIERKUNG1UNI2	make or write a comment on	0.6109856367111206	eppes soen oder schreiwen iwwer eppes wat engem opgefall ass
benotzen	VRB	to use	to make use of	dat Wuert gëtt bal ni benotzt 	BENOTZEN1UNI1	the act of using	0.6653586030006409	d'Handlung, eppes anzesetzen
beréieren	VRB	to touch	to come into contact with	wann s de den elektreschen Drot beréiers , da kriss de eng gewéitscht! 	BEREIEREN1UNI1	make physical contact with, come in contact with	0.7517597079277039	kierperlech a Kontakt kommen, a Verbindung kommen mat
Beschiedegung	SUBST	damage	act of harming	d'Gemeng huet wéinst muttwëlleger Beschiedegung vun der Spillplaz eng Plainte gemaach 	BESCHIEDEGUNG1UNI1	the act of damaging something or someone	0.7937890291213989	D'Handlung, bei där eppes oder een futti oder verletzt gemaach gëtt.
beschneiden	VRB	to cut	to reduce	duerch d'Reform ginn de Gemengen hir Moyene beschnidden 	BESCHNEIDEN1UNI2	have a reducing effect	0.7302659749984741	eng reduzéierend Wierkung hunn
besetzen	VRB	to fill	a job, a position	et gi qualifizéiert Leit gesicht, fir dës Plazen ze besetzen 	BESETZEN1UNI2	appoint someone to (a position or a job)	0.6432055830955505	Eng Persoun fir eng Plaz oder eng Aarbecht astellen.
Besetzung	SUBST	cast	actors	d'Besetzung fir de Film gouf iwwer eng Auditioun erausgesicht 	BESETZUNG1UNI1	the actors in a play	0.6535047888755798	D'Schauspiller an engem Theaterstéck
besser	ADJ	better	of better quality, superior	ech brauch e bessere Knäip, deen heiten daacht näischt 	BESSER1UNI1	something superior in quality or condition or effect	0.6463102102279663	eppes wat méi héichwäerteg ass a Qualitéit, Zoustand oder Wierkung
bestäerken	VRB	to confirm	to strengthen	deng Iwwerleeunge bestäerke mech a menger Meenung 	BESTAERKEN1UNI1	strengthen or make more firm	0.6007232666015625	méi staark oder méi fest maachen
Bestand	SUBST	stock	supply	am Mëttelmier ass de Bestand vun de Sardinne staark zeréckgaangen 	BESTAND1UNI1	supply with fish	0.647251307964325	mat Fësch beliwweren
bestellen	VRB	to order	to request	eist Klengt huet sech ganz eleng bei der Serveuse en Dessert bestallt 	BESTELLEN1UNI1	make a request for something	0.799136221408844	Eng Ufro maachen fir eppes ze kréien
bestellen	VRB	to order	to request	d'Koppel huet sech eppes bestallt 	BESTELLEN1UNI1_EGS	make a request for something	0.799136221408844	eng Ufro fir eppes maachen
bestoen	VRB	to exist	to be present, to be extant	dëse Buttek besteet schonn zënter méi ewéi 100 Joer 	BESTOEN1UNI2	have an existence, be extant	0.7744603753089905	eng Existenz hunn, do sinn
bestralen	VRB	to irradiate	to expose to radiation	deen Tumeur muss bestraalt ginn 	BESTRALEN1UNI1	expose to radiation	0.8806604743003845	enger Stralung aussetzen
bestueden	VRB	to marry	to join in marriage	de Buergermeeschter huet déi jonk Koppel bestuet 	BESTUEDEN1UNI1	take in marriage	0.6677281856536865	als Mann a Fra zesummekommen
betounen	VRB	to stress	to emphasize	ech wëll betounen , datt ech domat net averstane sinn! 	BETOUNEN1UNI2	special emphasis attached to something	0.6075826287269592	besonnesch ervirhiewen oder ënnersträichen vun eppes
Betounung	SUBST	stress	emphasis, importance	am President senger Neijoerschried louch d'Betounung op de positiven Aspekter vum vergaangene Joer 	BETOUNUNG1UNI2	special emphasis attached to something	0.7229441404342651	Besonnesch ervirgehuewene Wäertung, déi enger Saach zougeschriwwe gëtt
Betrag	SUBST	sum	of money	all Member huet e Betrag vu 45 Euro iwwerwisen 	BETRAG1UNI1	a quantity of money	0.6160439848899841	eng Zomm Suen
Bëtschel	SUBST	kid	young goat	mir hunn um Véimaart zwee Bëtschele kaaft 	BETSCHEL1UNI1	young goat	1.0000001192092896	Jonk Geesschen
Bëtschel	SUBST	kid	young goat	elo ass d'Bëtschel fett! 	BETSCHEL1UNI1_EGS	young goat	1.0000001192092896	Jonk Geesschen
bëtschelen	VRB	to kid	goat	eng vun eise Geessen huet an der Nuecht gebëtschelt 	BETSCHELEN1UNI1	young goat	0.7353958487510681	Jonk Geesschen
Bett	SUBST	bed	furniture	de Schräiner mécht eisen Zwillingen nei Better 	BETT1UNI1	a piece of furniture that provides a place to sleep	0.6122831702232361	E Miwwelstéck, op deem ee schlofe kann.
Bett	SUBST	bed	furniture	et heescht, de Casanova wier gutt am Bett gewiescht 	BETT1UNI1_EGS	a piece of furniture that provides a place to sleep	0.6122831702232361	E Miwwelstéck, op deem ee schlofe kann.
Bettgedecks	SUBST	bedding	bedclothes	hëllef mer, d'Bettgedecks ze wiesselen! 	BETTGEDECKS1UNI1	coverings that are used on a bed	0.6720907688140869	Stécker Stoff, déi op engem Bett benotzt ginn
beurteelen	VRB	to judge	to form an opinion about	ech kann dee Roman net beurteelen , well ech en nach net gelies hunn 	BEURTEELEN1UNI1	form a critical opinion of	0.7664103507995605	eng kritesch Meenung iwwer eppes bilden
Bevëlkerung	SUBST	population	inhabitants	nom Äerdbiewe gouf d'Bevëlkerung aus der betraffener Regioun evakuéiert 	BEVELKERUNG1UNI1	the people who inhabit a territory or state	0.6256725192070007	d'Leit déi an engem bestëmmte Gebitt oder engem Staat wunnen
beweegen	VRB	to move	to change position	d'Fra spiert, wann d'Kand sech am Bauch beweegt 	BEWEEGEN1UNI4	move so as to change position, perform a nontranslational motion	0.6048535108566284	d'Positioun änneren oder eng Bewegung maachen, ouni sech vun enger Plaz op eng aner ze verleeën
beweegen	VRB	to move	to change position	beweeg dech! 	BEWEEGEN1UNI4_EGS	move so as to change position, perform a nontranslational motion	0.6048535108566284	d'Positioun änneren oder eng Bewegung maachen, ouni sech vun enger Plaz op eng aner ze verleeën
Beweegung	SUBST	movement	organization, political group	aus dem Protest vun e puer Leit ass no an no eng ganz Beweegung entstanen 	BEWEEGUNG1UNI2	a group of people with a common ideology who try together to achieve certain general goals	0.6797108054161072	Eng Grupp vu Leit mat enger gemeinsamer Iddi, déi zesummen dru schaffen, bestëmmten allgemengen Ziler ze erreechen.
Beweegung	SUBST	exercise	physical activity	ech brauch méi Beweegung , fir nees a Form ze kommen 	BEWEEGUNG1UNI3	the activity of exerting your muscles in various ways to keep fit	0.6934232711791992	d'Aktivitéit, bei där ee seng Muskele mat verschiddenen Übungen asetzt, fir a Form ze bleiwen
bezéien	VRB	to get	to obtain	ech bezéie mäi Wäi vun engem private Wënzer 	BEZEIEN2UNI2	acquire as a result of some effort or action	0.6994357109069824	Duerch Ustrengung oder Handlung eppes kréien.
Biddi	SUBST	horse	riding horse	déi déck Baueren hate fréier e puer Schaffpäerd an e Biddi , fir an d'Kutsch ze spanen 	BIDDI1UNI1	provide with a horse or horses	0.6076391339302063	mat engem Päerd oder méi Päerd ausstafféieren
biergof	ADV	downhill	downwards	biergof geet et méi séier ewéi biergop 	BIERGOF1UNI1	sloping down rather steeply	0.6010116934776306	mat enger éischter géier erofgoender Schréiegt
biergof	ADV	downhill	downwards	et geet biergof mat him 	BIERGOF1UNI1_EGS	sloping down rather steeply	0.6010116934776306	mat enger relativ géier erofgoender Schréiegt
Biischt	SUBST	brush	hand brush	gëff mer d'Schëpp an d'Biischt , fir d'Grimmelen opzekieren! 	BIISCHT1UNI3	clean with a brush	0.7208412885665894	Mat enger Pinsell oder engem Besen propper maachen
Bild	SUBST	picture	painting	ech muss dat neit Bild nach arumme loossen 	BILD1UNI1	graphic art consisting of an artistic composition made by applying paints to a surface	0.6275200843811035	Kënschtleresch Kompositioun, déi entsteet, andeems Faarwen op eng Uewerfläch opgedroe ginn.
Bild	SUBST	picture	painting	meng Kusin war vu Klengem un e Bild vun engem Meedchen 	BILD1UNI1_EGS	graphic art consisting of an artistic composition made by applying paints to a surface	0.6275200843811035	Kënschtleresch Kompositioun, déi entsteet, andeems Faarwen op eng Uewerfläch opgedroe ginn.
Billjee	SUBST	ticket	entrance, travel	ech hu mer e Billjee kaaft, fir mam Zuch op Léck ze fueren 	BILLJEE1UNI1	provide with a ticket for passage or admission	0.6233118772506714	Engem en Ziedel ginn, fir datt en Zougang oder Zoutrëtt huet.
biologesch	ADJ	biological	relating to biology	vum biologesche Standpunkt hier si Mustike bestëmmt interessant Déieren 	BIOLOGESCH1UNI1	pertaining to biology or to life and living things	0.6447647213935852	wat mat der Biologie oder mat Liewen a Liewewiesen ze dinn huet
blann	ADJ	blind	unable to see	meng Kusin ass vu Klengem u blann 	BLANN1UNI1	render unable to see	0.6458321213722229	maachen, datt een näischt méi gesäit
blann	ADJ	blind	unable to see	dat gesäit dach e Blannen ! 	BLANN1UNI1_EGS	render unable to see	0.6458321213722229	maachen, datt een näischt méi gesäit
Blat	SUBST	sheet	of paper	mäin Neveu huet am Examen e wäisst Blat ofginn 	BLAT1UNI2	paper used for writing or printing	0.6293503642082214	Dënnt Material, op deem ee schreift oder dréckt.
Blat	SUBST	sheet	of paper	ech huele kee Blat virun de Mond 	BLAT1UNI2_EGS	paper used for writing or printing	0.6293503642082214	Dënnt Material, op deem ee schreift oder dréckt.
Blat	SUBST	hand	of playing cards	mäin Noper kuckt mir stänneg an d'Blat ! 	BLAT1UNI5	the cards held in a card game by a given player at any given time	0.6640095710754395	d'Kaarte, déi e Spiller wärend engem Kaartespill zu engem bestëmmten Zäitpunkt op der Hand huet
