lemma	pos	de_word	de_definition	sentence	wn_definition
Akkreditéierung	SUBST	Akkreditierung	Zulassung	zwee vun eise Journaliste kruten d'Akkreditéierung fir op d'Olympesch Spiller 	die Gewährung von Krediten oder Anerkennung (insbesondere in Bezug auf eine Bildungseinrichtung, die angemessene Standards einhält)
Akkreditéierung	SUBST	Akkreditierung	Dokument	du muss deng Akkreditéierung virleeën, soss gëss de net eragelooss 	die Gewährung von Krediten oder Anerkennung (insbesondere in Bezug auf eine Bildungseinrichtung, die angemessene Standards einhält)
akleeden	VRB	einkleiden	mit Kleidern ausstatten	fir an de Wantersport mussen d'Kanner nach uerdentlech agekleet ginn 	ein Kleidungsstück in der dafür vorgesehenen Weise auf den Körper bringen
akleeden	VRB	verkleiden	eine Oberfläche	de Kamäin ass mat Leeën agekleet ginn 	wie mit Kleidung bedecken
aklemmen	VRB	einklemmen	festklemmen	de Mann gouf beim Accident am Auto ageklemmt 	abtrennen oder entfernen durch Einklemmen oder Abschneiden
akreesen	VRB	einkreisen	eingrenzen	mir mussen de Kär vum Problem méi enk akreesen 	sich in einer kreisförmigen Bewegung bewegen
Akt	SUBST	Akt	künstlerische Darstellung	hien huet e Buch mat Akte vu bekannte Kënschtler geschenkt kritt 	ein Gemälde mit einer nackten menschlichen Figur
Aktioun	SUBST	Aktion	Handlung, Maßnahme	d'Gemeng huet eng Aktioun géint den Hondsdreck op den Trottoire lancéiert 	etwas Getanes (gewöhnlich im Gegensatz zu etwas Gesagtem)
Aktioun	SUBST	Aktion	physikalische Kraft	kanns de mir de Prinzip vun Aktioun a Reaktioun erklären? 	etwas Getanes (gewöhnlich im Gegensatz zu etwas Gesagtem)
aktiv	ADJ	aktiv	tätig, rege	dës Organisatioun ass am Beräich vum Ëmweltschutz aktiv 	in Betrieb
aktiv	ADJ	aktiv	im Aktiv	transitiv Verbe kann een aktiv a passiv gebrauchen 	in Betrieb
aktiv	ADJ	aktiv	durch direkte Handlung	vill Betriber sinn haut esou wäit automatiséiert, datt d'Aarbechter kaum nach mussen aktiv an de Produktiounsprozess agräifen 	sich an einer Tätigkeit beteiligen
aktiv	ADJ	aktiv	virulent	dëse Wanter war de Grippevirus schonn extreem fréi aktiv 	sehr aktiv
Aktiv	SUBST	Aktiv	Tätigkeitsform	d'Schüler sollen d'Sätz vum Aktiv an de Passiv setzen 	eine Person, die ein teilnehmendes Mitglied einer Organisation ist
aktivéieren	VRB	einschalten	in Betrieb setzen	vergiess net, d'Alarmanlag ze aktivéieren , ier s de fortgees! 	Inbetriebnahme durch Ankuppeln eines Schalters
Aktivitéit	SUBST	Aktivität	Handlung, Tätigkeit	d'Kris hat Auswierkungen op d'kommerziell Aktivitéiten 	ein bestimmtes Verhalten
Aktualitéit	SUBST	Aktualität	gegenwärtige Bedeutsamkeit	d'Fro vun der Ëmweltbelaaschtung ass vu grousser Aktualitéit 	eindringliches Bitten und Flehen
akustesch	ADJ	akustisch	den Klang betreffend	d'Rout Luucht ass mat engem akustesche Signal fir blann Leit ekipéiert 	von der Wissenschaft der Akustik oder mit ihr verbunden
akustesch	ADJ	akustisch	Instrument	du kanns Coursen huelen, fir akustesch oder elektresch Gittar ze léieren 	von der Wissenschaft der Akustik oder mit ihr verbunden
Akustik	SUBST	Akustik	Wissenschaft	si krut e Präis fir hir Recherchen an der Akustik 	die Lehre von den physikalischen Eigenschaften des Schalls
Akustik	SUBST	Akustik	Klangwirkung	deen neie Concertssall huet eng aussergewéinlech gutt Akustik 	die Lehre von den physikalischen Eigenschaften des Schalls
akut	ADJ	akut	aktuell, schwerwiegend	d'Firma stécht an enger akuter ekonomescher Kris 	Zustand, in dem etwas in kurzer Zeit passieren muss
akut	ADJ	akut	die Gesundheit bedrohend	hien ass un enger akuter Longenentzündung gestuerwen 	Zustand, in dem etwas in kurzer Zeit passieren muss
Akzent	SUBST	Akzent	Ton	am Lëtzebuergesche läit den Akzent dacks op der virleschter Silb vum Wuert 	besondere Bedeutung oder Wichtigkeit
Akzent	SUBST	Akzent	Gewicht	am President senger Neijoerschried louch den Akzent op de positiven Aspekter vum vergaangene Joer 	die relative Hervorhebung einer Silbe oder einer musikalischen Note (insbesondere in Bezug auf Betonung oder Tonhöhe)
akzeptéieren	VRB	akzeptieren	zustimmen	jiddereen huet déi gutt Propositioun akzeptéiert 	übereinstimmen; übereinstimmend sein
al	ADJ	alt	Altersangabe	deen honnert Joer ale Bam huet missen ëmgeluecht ginn 	zu einer Zeit vor der gegenwärtigen
al	ADJ	alt	bejahrt	déi al Fra aus dem Nopeschhaus ass elo an engem Altersheem 	zu einer Zeit vor der gegenwärtigen
al	ADJ	alt	schon seit Langem bestehend	dat ass en aalt Kachrezept 	vor langer Zeit gemacht, zu einer früheren Zeit gehörend
al	ADJ	alt	schon seit Langem bestehend	et bleift alles beim Alen 	vor langer Zeit gemacht, zu einer früheren Zeit gehörend
al	ADJ	alt	ehemalig, einstig	ech hu gëschter eng al Klassekomerodin erëmgesinn 	vor langer Zeit gemacht, zu einer früheren Zeit gehörend
al	ADJ	alt	des Altertums	an hirem neie Buch traitéiert d'Historikerin d'Versklavung vu Krichsgefaangene bei den Ale Réimer 	vor langer Zeit gemacht, zu einer früheren Zeit gehörend
Alarm	SUBST	Alarm	Notsignal	wien huet den Alarm ausgeléist? 	Angst, die sich aus dem Bewusstsein einer Gefahr ergibt
alarméieren	VRB	alarmieren	zum Einsatz rufen	bei Gefor gëtt d'Zentral vun der Sécherheetsfirma alarméiert 	hervorrufen oder provozieren, dass etwas erscheint oder geschieht
Album	SUBST	Album	Sammelbuch	hie mécht en Album mat Fotoen aus senger Vakanz 	eine mit Celluloseacetat beschichtete Platte
Album	SUBST	Album	Musikalbum	de Sänger huet en neien Album erausginn 	eine oder mehrere Aufnahmen, die zusammen veröffentlicht werden; ursprünglich auf 12-Zoll-Schallplatten (in der Regel mit attraktiven Plattenhüllen) und später auf Kassetten und Compact Discs veröffentlicht
aleeden	VRB	einleiten	in die Wege leiten	et ass eng Enquête ageleet ginn 	etwas in Gang setzen, etwas starten, etwas anfangen
aleeden	VRB	einleiten	eröffnen	d'Feier gouf mat engem flotte Museksstéck ageleet 	etwas in Gang setzen, etwas starten, etwas anfangen
Aleedung	SUBST	Einführung	Worte, Text	a senger Aleedung huet de Riedner sech kuerz virgestallt 	ein grundlegendes oder elementares Lehrwerk
aleeën	VRB	einlegen	hineinlegen	fréier huet een e Film an de Fotoapparat missen aleeën 	in einer Pökelflüssigkeit konservieren
aleeën	VRB	einlegen	eine Pause, eine Gedenkminute	no dräi Stonnen Aarbecht hu mir eng kleng Paus ageluecht 	in einer Pökelflüssigkeit konservieren
alenken	VRB	einlenken	nachgeben	si hunn agelenkt , well esou vill Drock op si gemaach ginn ass 	in eine Flüssigkeit eintauchen
Alert	SUBST	Alarm	Notsignal, Einsatzruf	zéng Minutten no der Alert war d'Rettungsekipp op der Plaz vum Accident 	Angst, die sich aus dem Bewusstsein einer Gefahr ergibt
alertéieren	VRB	alarmieren	zum Einsatz rufen	ee Gléck, datt d'Pompjeeë matzäit alertéiert goufen ! 	hervorrufen oder provozieren, dass etwas erscheint oder geschieht
Alibi	SUBST	Alibi	eines Tatverdächtigen	de Verdächtegen hat kee gudden Alibi 	eine Verteidigung für ein beleidigendes Verhalten oder für die Nichteinhaltung eines Versprechens usw.
Alimentatioun	SUBST	Ernährung	Nahrung	eng ongesond Alimentatioun mécht déck a schuet dem Organismus 	eine Quelle von Stoffen, die den Körper ernähren
Alinea	SUBST	Absatz	eines Gesetzestextes	déi genee Modalitéite fënns de am Artikel 6, Paragraf 3, Alinea 2 vum entspriechende Gesetz 	ein gesonderter Abschnitt eines Rechtsdokuments (wie ein Gesetz, ein Vertrag oder ein Testament)
Alkohol	SUBST	Alkohol	Getränk	meng Frëndin drénkt guer keen Alkohol 	eine Spirituose oder ein Gebräu mit Alkohol als Wirkstoff
Alkohol	SUBST	Alkohol	Stoffgruppe	verschidden Alkoholer kënnen als Léisungsmëttel benotzt ginn 	eine Spirituose oder ein Gebräu mit Alkohol als Wirkstoff
Alkohol	SUBST	Alkohol	Isopropylalkohol	ier en eng Sprëtz mécht, desinfizéiert den Infirmier d'Haut mat Alkohol 	eine Spirituose oder ein Gebräu mit Alkohol als Wirkstoff
alkoholesch	ADJ	alkoholisch	Alkohol enthaltend	et ass verbueden, alkoholescht Gedrénks u Jonker ënner siechzéng Joer ze verkafen 	charakteristisch für Alkohol oder alkoholhaltig
alkoholesch	ADJ	alkoholisch	Alkohol bildend	am Chimiescours hu mer erkläert kritt, wat bei der alkoholescher Gärung geschitt 	charakteristisch für Alkohol oder alkoholhaltig
all	PRON	jeder	jeder einzelne	dat muss dach all Mënsch verstoen! 	(bei Zählsubstantiven) jeder für sich betrachtet; Quantifizierer, Singular, Universalpronomen; Quantifizierer, Singular, Universalpronomen
all	PRON	jeder	jeder einzelnen	de Kommitee huet festgehalen, datt no all Sëtzung e Rapport geschriwwe gëtt 	(bei Zählsubstantiven) jeder für sich betrachtet; Quantifizierer, Singular, Universalpronomen; Quantifizierer, Singular, Universalpronomen
Alldag	SUBST	Alltag	tägliches Einerlei	jidderee versicht, säin Alldag esou agreabel ewéi méiglech ze gestalten 	eine unveränderliche oder gewohnheitsmäßige Methode oder Vorgehensweise
alles an allem	ADV	alles in allem	alles zusammen	d'Rees huet eis alles an allem 2000 Euro kascht 	zum Zeitpunkt des Todes eintretend
alles an allem	ADV	alles in allem	im Ganzen gesehen	alles an allem war ech ganz zefridde mam Hotel 	zum Zeitpunkt des Todes eintretend
allgemeng	ADJ	allgemein	mehrheitlich	op allgemenge Wonsch spille mer elo eng Walz 	in der Allgemeinheit vorherrschend und üblich
allgemeng	ADJ	allgemein	generell, prinzipiell	déi allgemeng Situatioun huet sech verbessert 	in der Allgemeinheit vorherrschend und üblich
allgemeng	ADJ	allgemein	allgemein gültig	et muss sech un déi allgemeng Reegele gehale ginn 	in der Allgemeinheit vorherrschend und üblich
allgemeng	ADJ	allgemein	nicht ins Detail gehend	ech hunn e puer allgemeng Remarken zu dësem Sujet 	nicht detailliert oder spezifisch
Allokatioun	SUBST	Beihilfe	finanzielle Unterstützung	vill sozial schwaach Famille sinn op Allokatiounen ugewisen 	jede finanzielle Unterstützung
allzäit	ADV	mindestens	wenigstens	mir sinn doudmidd, mir waren allzäit dräi Stonnen ënnerwee 	das Geringstmögliche
aloossen	VRB	einlassen	einlaufen lassen	looss alt scho Waasser an d'Bidden an ! 	als Mittel zum Eintritt dienen
aloossen	VRB	einlassen	Zutritt gewähren	mir wollten de Concert lauschtere goen, mee si hunn eis net agelooss 	als Mittel zum Eintritt dienen
Alt	SUBST	Alt	Stimme	meng Schwëster séngt Alt an der Chorale 	vergangene Zeiten
Alt	SUBST	Alt	Person	eise Kierchechouer brauch onbedéngt nach e puer Alten 	vergangene Zeiten
Alter	SUBST	Alter	Lebensalter	d'Schrëftstellerin huet am Alter vun 38 Joer hiren éischte Roman geschriwwen 	Zeitspanne im Leben eines Individuums.
Alter	SUBST	Alter	Altersstufe	du bass aus deem Alter eraus, wou een esou Dommheete mécht! 	das Gegenteil von Jungsein
Alter	SUBST	Alter	Altersstufe	eis Kanner komme geschwënn an de schwieregen Alter 	das Gegenteil von Jungsein
Alter	SUBST	Alter	Bejahrtheit	hien hat bis an den héijen Alter eng wonnerbar Gesondheet 	Zeitspanne im Leben eines Individuums.
Alter	SUBST	Alter	Bejahrtheit	wann ech opstinn, spieren ech den Alter 	Zeitspanne im Leben eines Individuums.
alternativ	ADJ	alternativ	verschieden	wa mer keng alternativ Léisung fannen, da riskéiere mer, Sträit ze kréien 	sich von allen anderen unterscheidend; nicht gewöhnlich
Alternativ	SUBST	Alternative	Wahl	ech sti virun enger Alternativ an ech ka mech einfach net entscheeden 	das Recht, eine Immobilie zu einem vereinbarten Preis zu kaufen oder zu verkaufen; das Recht wird erworben, und wenn es nicht bis zu einem bestimmten Datum ausgeübt wird, verfällt das Geld
Alternativ	SUBST	Alternative	Option	de Bus stellt eng interessant Alternativ zum Auto duer 	das Recht, eine Immobilie zu einem vereinbarten Preis zu kaufen oder zu verkaufen; das Recht wird erworben, und wenn es nicht bis zu einem bestimmten Datum ausgeübt wird, verfällt das Geld
Altess	SUBST	Hoheit	Adel	Hir Kinneklech Altess huet sech op der Plaz iwwer d'Aarbechten informéiert 	Beeindruckende Größe oder Proportion
Altor	SUBST	Altar	in der Kirche	an der Kierch hunn um Altor zwou Käerze gebrannt 	der Tisch in christlichen Kirchen, an dem das Abendmahl gereicht wird
Altor	SUBST	Altar	Opferstein	d'Schof gouf um Altor geschluecht 	der Tisch in christlichen Kirchen, an dem das Abendmahl gereicht wird
alueden	VRB	einladen	bitten zu kommen	deen Owend war ech bei Bekannten agelueden 	zum Eintritt auffordern
Aluedung	SUBST	Einladung	Bitte, Aufforderung	eis Nopere sinn ouni Aluedung op eisem Fest opgetaucht 	eine Aufforderung, anwesend zu sein
Aluedung	SUBST	Einladung	Einladungsschreiben	den Datum vum Fest steet op der Aluedung 	eine Aufforderung, anwesend zu sein
Aluminium	SUBST	Aluminium	chemisches Element	d'Element Aluminium gehéiert zum Grupp vun de Metaller 	ein silbrig-duktiles metallisches Element, das hauptsächlich in Bauxit vorkommt
Aluminium	SUBST	Aluminium	Metall	de Kader vu mengem Vëlo ass aus Aluminium 	ein silbrig-duktiles metallisches Element, das hauptsächlich in Bauxit vorkommt
amaachen	VRB	einfädeln	einen Faden, eine Nadel	ech gesinn net méi genuch, fir de Fuedem anzemaachen 	eine Gewerkschaft gründen oder ihr beitreten
amaachen	VRB	einlegen	einen Gang	maach d'Handbrems lass a maach e Gang an ! 	in einer Pökelflüssigkeit konservieren
Amant	SUBST	Geliebter	Liebhaber	hien huet seng Fra mat hirem Amant am Bett erwëscht 	Mann, der in einer Liebesbeziehung mit einer Frau steht
Amateur	SUBST	Liebhaber	einer Sache	se sinn allen dräi grouss Amateure vu klassescher Musek 	eine Person, die eine starke Vorliebe für etwas hat
Amateur	SUBST	Amateur	in einem Verein	ech spillen als Amateur an enger Theatertrupp mat 	Jemand, der in einem Gebiet nicht gut ausgebildet ist.
Amateur	SUBST	Amateur	Stümper	seng Aarbecht ass net ze gebrauchen, hien ass e richtegen Amateur 	Jemand, der in einem Gebiet nicht gut ausgebildet ist.
Ambassade	SUBST	Botschaft	diplomatische Vertretung	eis Ambassade huet en ausféierleche Rapport iwwer d'politesch Situatioun am Land redigéiert 	Eine Organisation von Missionaren in einem fremden Land, um religiöse oder politische Arbeit zu praktizieren
Ambassade	SUBST	Botschaft	Gebäude	d'Ambassade gouf wéinst engem falsche Bommenalarm evakuéiert 	eine öffentliche Erklärung, die Informationen über ein Ereignis enthält, das sich ereignet hat oder noch ereignen wird
Ambassadeur	SUBST	Botschafter	Diplomat	de Staatschef huet déi nei Ambassadeuren empfaangen 	ein Diplomat mit weniger Befugnissen als ein Botschafter
ambulant	ADJ	ambulant	ohne Krankenhausaufenthalt	d'Patientin ass an ambulanter Behandlung 	in der Lage, sich zu bewegen
Amenagement	SUBST	Einrichtung	Schaffung	an der Stad ass d'Amenagement vun neie Policebüroe geplangt 	Komplex von Bauelementen, bei dem die Bewegung eines Teils die Bewegung anderer hervorruft
amendéieren	VRB	abändern	einen Gesetzestext	de Gesetzesprojet gouf an de leschte Joren zweemol an der Chamber amendéiert 	als Ergänzung zu dienen
Ament	SUBST	Moment	Zeitpunkt	dat war e wichtegen Ament a mengem Liewen 	ein bestimmter Zeitpunkt
Amerika	NP	Amerika	Kontinent	Amerika ass den zweetgréisste Kontinent vun der Welt 	Nordamerika und Südamerika und Mittelamerika
ameséieren	VRB	sich amüsieren	Spaß haben	an eiser Clique ameséiere mir eis ëmmer gutt 	sich auf angenehme, unterhaltsame oder angenehme Weise beschäftigen
amgaang	ADV	laufen	gerade stattfinden	d'Juegdsaison ass amgaang 	verfolgen
Amicale	SUBST	Freundeskreis	Verein	d'Amicale vun den Zwangsrekrutéierte mécht en Ausfluch 	ein hohles Kügelchen aus Gas (z. B. Luft oder Kohlendioxid)
amortiséieren	VRB	dämpfen	einen Stoß	d'Fiedere sollen d'Schléi amortiséieren 	zurückhalten oder entmutigen
Amt	SUBST	Amt	Posten	hien trëtt d'Amt vum President haut un 	ein von Truppen aus taktischen Gründen besetzter Punkt
an	PREP	in	nach Ablauf von	an zwee Deeg hunn ech e Rendez-vous beim Dokter 	zum gegenwärtigen Zeitpunkt von Interesse
an	PREP	in	räumlich	däi Papp sëtzt an der Stuff 	nach innen gerichtet oder gebunden
an	PREP	in	während	an der Grousser Vakanz gi mir gewéinlech op de Stauséi 	zum gegenwärtigen Zeitpunkt von Interesse
an	PREP	in	in Hinsicht auf	an deene Saachen ass hien anescht ewéi säi Papp 	zum gegenwärtigen Zeitpunkt von Interesse
anachronistesch	ADJ	anachronistisch	überholt	si denkt bei villem anachronistesch , well se net mat der Zäit gaangen ass 	chronologisch fehl am Platze
anachronistesch	ADJ	anachronistisch	zeitlich falsch eingeordnet	eng Auer an engem Film iwwer d'Urmënschen ass en anachronistescht Element 	chronologisch fehl am Platze
Anäis	SUBST	Anis	Pflanze, Gewürz	ech hunn de Goût vum Anäis schrecklech gär 	nach Lakritze schmeckende Samen, die als Heilmittel, zum Kochen und für Liköre verwendet werden
analog	ADJ	analog	im Bereich der Technik	eng analog Auer weist d'Zäit mat Zären un 	als Einheit handeln
anäscheren	VRB	einäschern	einen Leichnam	a ville Kulture ginn déi Doudeg ageäschert 	in Asche verwandeln
Anästhesie	SUBST	Anästhesie	Betäubung	deen ee verdréit d'Anästhesie besser ewéi deen aneren 	Bewusstlosigkeit, die durch Narkotika oder Anästhesie hervorgerufen wird
Anatomie	SUBST	Anatomie	Wissenschaft	d'Anatomie ass e Fuerschungsgebitt vun der Medezin 	das Teilgebiet der Morphologie, das sich mit dem Aufbau der Tiere befasst
Anatomie	SUBST	Anatomie	Körperstruktur	dem Af seng Anatomie gläicht där vum Mënsch 	das Teilgebiet der Morphologie, das sich mit dem Aufbau der Tiere befasst
anchecken	VRB	einchecken	abgefertigt werden	d'Passagéier musse virun aacht Auer anchecken 	sich formell als Teilnehmer oder Mitglied registrieren
Andacht	SUBST	Andacht	Gottesdienst	eise Paschtouer hält e Sonndeg eng Andacht 	ein kurzer Gottesdienst
Andacht	SUBST	Andacht	innere Sammlung	hie liest den Text an aller Andacht 	ein kurzer Gottesdienst
andächteg	ADJ	andächtig	aufmerksam	am Sall ware vill andächteg Nolauschterer 	würdevoll und düster in der Art und Weise oder im Charakter und verpflichtet, Versprechen einzuhalten
andächteg	ADJ	andächtig	ergriffen	an der Kierch ware fir d'Mass vill andächteg Pilger versammelt 	würdevoll und düster in der Art und Weise oder im Charakter und verpflichtet, Versprechen einzuhalten
andämmen	VRB	eindämmen	aufhalten, beschränken	d'Doktere ginn sech Méi, fir d'Epidemie anzedämmen 	eine Verlangsamung oder Verzögerung verursachen
andeem	CONJ	indem	dadurch, dass	et mécht ee Speis, andeem ee Sand, Zement a Waasser mëscht 	in Menge oder Wert gleich
andrécken	VRB	eindrücken	beschädigen	beim Accident gouf d'Dier vum Auto agedréckt 	heftig schlagen, wie bei einem Angriff
andréngen	VRB	eindringen	hineingelangen, einbrechen	an der Nuecht sinn Onbekannter an d'Lager vun eisem Betrib agedrongen 	uneingeladen eintreten
Androck	SUBST	Eindruck	prägende Wirkung, Erinnerung	dem jonke Politiker seng Ried huet e staarken Androck gemaach 	ein durch Druck oder Aufdruck erzeugter Eindruck
Androck	SUBST	Eindruck	Empfindung, Gedanke	meng Elteren hunn e positiven Androck vun hirem zukünftegen Eedem 	eine äußere Erscheinung
