lemma,pos,en_word,en_definition,de_word,de_definition,fr_word,fr_definition,sentence,code,wn_definition_en,confidence_en,wn_definition_de,confidence_de,wn_definition_fr,confidence_fr,wn_definition,definition_language,confidence,gloss
Kapitän,SUBST,captain,military rank,Hauptmann,,capitaine,militaire de carrière,mäi Brudder ass Kapitän an der Arméi ,KAPITAN1UNI1,an officer holding a rank below a major but above a lieutenant,0.6174601316452026,,,an officer holding a rank below a major but above a lieutenant,0.6174601316452026,an officer holding a rank below a major but above a lieutenant,en,0.6174601316452026,"Militäresche Rang an der Arméi, deen normalerweis iwwer dem Leutnant an ënner dem Major läit an dacks d’Kommandéiere vun enger Kompanie oder enger ähnlecher Eenheet ëmfaasst."
kapottfueren,VRB,to snap,,kaputtgehen,"reißen, entzweigehen",se rompre,,"d'Kand huet esou un der Pärelskette gerappt, datt se kapottgefuer ass ",KAPOTTFUEREN1UNI1,put in play with a snap,0.6200412511825562,,,,,put in play with a snap,en,0.6200412511825562,"E Gefier oder eng Maschinn duerch Iwwerlaaschtung, falsch Benotzung oder en Accident esou beschiedegen, datt et net méi richteg funktionéiert oder ganz futti ass."
Kappsprong,SUBST,dive,plunge into water,Kopfsprung,,plongeon,dans l'eau,"hien huet sech net getraut, e Kappsprong vum Sprangbriet ze maachen ",KAPPSPRONG1UNI1,a headlong plunge into water,0.8149695992469788,ein Sprung (oder Sturz) mit dem Kopf voran,0.8662065267562866,a headlong plunge into water,0.814969539642334,a headlong plunge into water,en,0.8149695992469788,"Sprong an d’Waasser mam Kapp virun, bei deem de Kierper no vir gebéit an de Kapp als éischt an d’Waasser geet."
Kardiologie,SUBST,cardiology,branch of medicine,Kardiologie,Fachgebiet,cardiologie,spécialité médicale,déi Häerzoperatioun war e Meilesteen an der Kardiologie ,KARDIOLOGIE1UNI1,the branch of medicine dealing with the heart and its diseases,0.7910647392272949,,,the branch of medicine dealing with the heart and its diseases,0.7910647392272949,the branch of medicine dealing with the heart and its diseases,en,0.7910647392272949,"Beräich vun der Medezin, deen sech mat dem Häerz an de Bluttgefässer souwéi mat hiren Erkrankungen, Diagnos a Behandlung befaasst."
katalogiséieren,VRB,to catalogue,,katalogisieren,,cataloguer,,d'Bibliothecairë katalogiséieren déi nei Bicher ëmmer direkt ,KATALOGISEIEREN1UNI1,"make a catalogue, compile a catalogue",0.6376530528068542,,,,,"make a catalogue, compile a catalogue",en,0.6376530528068542,"D’Informatiounen iwwer e Buch, Dokument oder anert Objet systematesch erfaassen, beschreiwen an an engem Katalog oder enger Datebank androen, fir et méi einfach erëmzefannen an ze verwalten."
Kéis,SUBST,quark,,Quark,,fromage blanc,,hu mir nach Wäisse Kéis fir op d'Schmier? ,KEIS1UNI3,,,"eine geronnene Flüssigkeit, die dem Milchquark ähnelt",0.6421292424201965,,,"eine geronnene Flüssigkeit, die dem Milchquark ähnelt",de,0.6421292424201965,"Mëllechprodukt, dat duerch d’Gerënnung vu Mëllech hiergestallt gëtt an a ville Sorten a Reifungsgraden als Iesswuere benotzt gëtt."
kennen,VRB,to know,,kennen,Kenntnis haben von,connaître,avoir connaissance de,ech kenne just déi éischt Stroph vum Lidd ,KENNEN2UNI3,,,mit einer Person oder einem Gegenstand vertraut oder vertraut sein,0.6687963008880615,,,mit einer Person oder einem Gegenstand vertraut oder vertraut sein,de,0.6687963008880615,"d’Fäegkeet oder d’Méiglechkeet hunn, eppes ze maachen oder ze verstoen; mat eppes oder engem vertraut sinn."
Ketten,SUBST,chain,"for securing, for restraining",Kette,Gliederkette,chaîne,à maillons,d'Ketten ass ganz verrascht ,KETTEN1UNI1,anything that acts as a restraint,0.6448524594306946,,,,,anything that acts as a restraint,en,0.6448524594306946,"Mëttel fir eppes oder een ze sécheren oder ze fixéieren, andeems et mat Ketten ugeschloss oder gebonne gëtt."
Ketten,SUBST,chain,of businesses,Kette,Geschäftskette,chaîne,de commerces,vill kleng Epicerië gi vun de grousse Ketten iwwerholl ,KETTEN1UNI7,(business) a number of similar establishments (stores or restaurants or banks or hotels or theaters) under one ownership,0.6294763684272766,,,,,(business) a number of similar establishments (stores or restaurants or banks or hotels or theaters) under one ownership,en,0.6294763684272766,"Eng Grupp vu Filialen oder Betriber, déi ënner dem selwechten Numm an der selwechter Organisatioun geféiert ginn an dacks déi selwecht Produkter oder Servicer ubidden."
Khartum,NP,Khartoum,,Khartum,,Khartoum,,Khartum ass d'Haaptstad vum Sudan ,KHARTUM1UNI1,the capital of Sudan located at the confluence of the Blue Nile and White Nile,0.6055729389190674,,,,,the capital of Sudan located at the confluence of the Blue Nile and White Nile,en,0.6055729389190674,"Haaptstad vum Sudan, um Zesummefloss vum Wäisse Nil an dem Bloen Nil."
Kicherierbes,SUBST,chickpea,,Kichererbse,,pois chiche,,"wéi vill Kicherierbesse brauch een, fir fir véier Leit Humus ze maachen ? ",KICHERIERBES1UNI1,the seed of the chickpea plant,0.7442415952682495,,,the seed of the chickpea plant,0.7442415952682495,the seed of the chickpea plant,en,0.7442415952682495,"Pluriel vu „Kicherierb“: kleng, ronn, gielzeg bis beige Hülsenfrüchte (Chickpeas), déi an der Kiche fir z. B. Zoppen, Zaloten, Curryen oder Hummus benotzt ginn."
Kierbiischt,SUBST,broom,brush,Bürste,,balai-brosse,,d'Kierbiischt steet hannenaus am Schapp ,KIERBIISCHT1UNI1,,,,,a brush with short stiff bristles for heavy cleaning,0.7164923548698425,a brush with short stiff bristles for heavy cleaning,fr,0.7164923548698425,"Handwierksgeschir mat Borsten oder steife Faseren, dat benotzt gëtt fir Flächen ze botzen, ze wäschen oder ze sträichen."
Kinnigin,SUBST,queen,monarch,Königin,Monarchin,reine,souveraine,déi beléift Kinnigin sicht reegelméisseg de Kontakt mam Vollek ,KINNIGIN1UNI2,,,die Frau oder Witwe eines Königs,0.6822654008865356,,,die Frau oder Witwe eines Königs,de,0.6822654008865356,"Weibleche Monarchin, déi als Staatscheffin iwwer e Kinnekräich regéiert oder den Titel duerch Ierfschaft oder Bestietnes dréit."
Klassiker,SUBST,classical writer,,Klassiker,Person,classique,personne,dee Schrëftsteller gehéiert zu de Klassiker ,KLASSIKER1UNI2,,,,,an artist who has created classic works,0.6355615854263306,an artist who has created classic works,fr,0.6355615854263306,"E Wierk (z. B. e Buch, e Film oder e Museksstéck), dat als besonnesch wichteg a beispillhaft gëllt an iwwer laang Zäit eraus populär oder unerkannt bleift."
klauen,VRB,to steal,,stehlen,,voler,"prendre, dérober",et huet een d'Suen aus dem Afferstack geklaut ! ,KLAUEN1UNI1,,,,,take by theft,0.6397049427032471,take by theft,fr,0.6397049427032471,"Eppes huelen, dat engem anere gehéiert, ouni Erlaabnis a mat der Absicht et ze behalen."
koexistéieren,VRB,to coexist,,koexistieren,,coexister,,an där Regioun koexistéieren zwou Sproochen ,KOEXISTEIEREN1UNI2,"coexist peacefully, as of nations",0.733108401298523,,,"coexist peacefully, as of nations",0.733108401298523,"coexist peacefully, as of nations",en,0.733108401298523,"Gläichzäiteg niewenteneen existéieren oder bestoen, ouni sech géigesäiteg auszeschléissen oder ze verdrängen."
Kokosueleg,SUBST,coconut oil,,Kokosöl,,huile de coco,,hues du scho jeemools beim Kachen oder Bake Kokosueleg verschafft? ,KOKOSUELEG1UNI1,,,,,oil from coconuts,0.7965677380561829,oil from coconuts,fr,0.7965677380561829,"Planzlecht Ueleg, dat aus dem Fleesch vun der Kokosnoss gewonnen gëtt a fir ze kachen, ze baken, ze frittéieren oder och an der Kosmetik benotzt gëtt."
kommandéieren,VRB,to command,,kommandieren,,commander,"diriger, dominer",ech loosse mech vu kengem kommandéieren ! ,KOMMANDEIEREN1UNI2,be in command of,0.618344783782959,,,issue commands or orders for,0.6476070880889893,be in command of,en,0.618344783782959,Uerder ginn an d’Leedung iwwerhuelen; eppes oder een am Numm vun enger Autoritéit dirigéieren oder beoptragen.
Kommando,SUBST,command,military unit,Kommando,militärische Einheit,détachement,unité militaire,e Kommando vun der Arméi huet d'Bomm entschäerft ,KOMMANDO1UNI3,a military unit or region under the control of a single officer,0.6104421019554138,,,a small unit of troops of special composition,0.6808583736419678,a military unit or region under the control of a single officer,en,0.6104421019554138,"Eng kleng, spezialiséiert militäresch Eenheet, déi fir séier a gezielt Asätz oder speziell Missioune forméiert ass."
Kompetenz,SUBST,competence,"skill, qualification",Kompetenz,Fähigkeit,compétence,capacité,"mir feelt déi fachlech Kompetenz , fir dat kënnen anzeschätzen ",KOMPETENZ1UNI1,the quality of being adequately or well qualified physically and intellectually,0.6642367839813232,"die Eigenschaft, geeignet zu sein",0.6187416315078735,skillfulness by virtue of possessing special knowledge,0.6943891644477844,the quality of being adequately or well qualified physically and intellectually,en,0.6642367839813232,"Fäegkeet an Qualifikatioun, fir eng Aufgab oder eng Roll fachlech a kompetent auszeféieren."
Komponent,SUBST,component,"part, substance",Komponente,"Stoff, Substanz",composant,substance,dee Koll besteet aus zwou Komponenten ,KOMPONENT1UNI1,an abstract part of something,0.6254307627677917,,,an abstract part of something,0.6254307627677917,an abstract part of something,en,0.6254307627677917,"Een eenzelt Bestanddeel oder Element, dat zesumme mat aneren Deeler e Ganzt ausmécht oder zu enger Mëschung bzw. Substanz bäidréit."
Kongolees,SUBST,Congolese,,Kongolese,,Congolais,,mäi beschte Frënd ass Kongolees ,KONGOLEES2UNI1,a native or inhabitant of the Republic of the Congo,0.7060933113098145,,,a native or inhabitant of the Republic of the Congo,0.7060933709144592,a native or inhabitant of the Republic of the Congo,en,0.7060933113098145,"Persoun, déi aus dem Kongo staamt oder d’kongoleescht Nationalitéit huet."
Konstellatioun,SUBST,constellation,grouping,Konstellation,Gruppierung,constellation,regroupement,déi Ekipp ass déi ideal Konstellatioun fir an d'Walen ,KONSTELLATIOUN1UNI1,,,eine Anordnung von Teilen oder Elementen,0.619392991065979,,,eine Anordnung von Teilen oder Elementen,de,0.619392991065979,"Eng Konstellatioun ass eng bestëmmte Gruppéierung oder Zesummestellung vu Saachen, Persounen oder Ëmstänn, déi an engem bestëmmte Kontext zesummenhänken."
konsuméieren,VRB,to consume,,konsumieren,Wirtschaftsgüter,consommer,"un bien, un service","d'Geschäftsleit si frou, datt no der Kris erëm méi konsuméiert gëtt ",KONSUMEIEREN1UNI2,"serve oneself to, or consume regularly",0.6292610168457031,,,,,"serve oneself to, or consume regularly",en,0.6292610168457031,"Wueren oder Déngschtleeschtungen notzen oder opbrauchen, besonnesch andeems een se kaaft an duerno verbraucht."
Kopéierer,SUBST,photocopier,,Kopierer,,photocopieuse,,eise Kopéierer mécht keng faarweg Fotokopien ,KOPEIERER1UNI1,a copier that uses photographic methods of making copies,0.7667458653450012,"ein Kopiergerät, das Kopien mit Hilfe fotografischer Verfahren anfertigt",0.7363430261611938,,,a copier that uses photographic methods of making copies,en,0.7667458653450012,"Persoun oder Apparat, deen eppes kopéiert, also eng Kopie vun engem Dokument, Text oder Bild hierstellt."
Kopie,SUBST,paper,"of a test, an exam",Prüfungsblatt,,copie,"de devoir en classe, d'examen",a fënnef Minutte mussen d'Schüler hir Kopien ofginn ,KOPIE1UNI3,,,,,a written examination,0.6649985909461975,a written examination,fr,0.6649985909461975,"Ongerechteg Ofschreiwen oder Iwwerhuele vun Äntwerten an engem Test oder Examen, fir se als eege Leeschtung auszeginn."
korrekt,ADJ,correct,"appropriate, suitable",korrekt,"anständig, angemessen",correct,convenable,fir op d'Receptioun hu si e korrekte Kostüm missen undoen ,KORREKT1UNI2,,,,,"appropriate for a condition or purpose or occasion or a person's character, needs",0.6526597738265991,"appropriate for a condition or purpose or occasion or a person's character, needs",fr,0.6526597738265991,"Wat de Reegelen, de Fakten oder de Situatioun entsprécht; passend a richteg."
Koumëllech,SUBST,cow's milk,,Kuhmilch,,lait de vache,,wéinst menger Allergie däerf ech keng Koumëllech drénken ,KOUMELLECH1UNI1,,,von Milchkühen gewonnene Milch,0.7037193775177002,,,von Milchkühen gewonnene Milch,de,0.7037193775177002,"Mëllech, déi vun enger Kou kënnt an als Liewensmëttel gedronk oder fir d’Kachen a fir Mëllechprodukter benotzt gëtt."
Krankheetserreeger,SUBST,pathogen,,Krankheitserreger,,agent pathogène,,vill Krankheetserreeger ginn iwwer d'Otemweeër iwwerdroen ,KRANKHEETSERREEGER1UNI1,any disease-producing agent (especially a virus or bacterium or other microorganism),0.6179167032241821,"jeder Erreger einer Krankheit (insbesondere ein Virus, ein Bakterium oder ein anderer Mikroorganismus)",0.6797022819519043,,,any disease-producing agent (especially a virus or bacterium or other microorganism),en,0.6179167032241821,"Organismus oder Substanz (z. B. Virus, Bakterie, Pilz oder Parasit), déi eng Krankheet ausléise kann."
Kriibsfuerschung,SUBST,cancer research,,Krebsforschung,,cancérologie,,eis Firma huet e generéisen Don fir d'Kriibsfuerschung gemaach ,KRIIBSFUERSCHUNG1UNI1,,,"das Teilgebiet der Medizin, das sich mit der Erforschung und Behandlung von Tumoren befasst",0.6470706462860107,,,"das Teilgebiet der Medizin, das sich mit der Erforschung und Behandlung von Tumoren befasst",de,0.6470706462860107,"Wëssenschaftlech Fuerschung iwwer Kriibs, seng Ursaachen, Diagnos, Behandlung a Méiglechkeete fir en ze verhënneren."
Kummer,SUBST,bedroom,,Schlafzimmer,,chambre (à coucher),,"wéini hues de wëlles, deng Kummer ze raumen? ",KUMMER1UNI1,a room used primarily for sleeping,0.6162129640579224,"ein Raum, der hauptsächlich zum Schlafen genutzt wird",0.666262149810791,,,a room used primarily for sleeping,en,0.6162129640579224,"Gefill vu Suerg, Trauregkeet oder Belaaschtung am Geescht, dacks verursaacht duerch Problemer, Nout oder schwéier Ëmstänn."
kutschéieren,VRB,to chauffeur around,,kutschieren,,trimballer (en voiture),,mir hunn d'Tatta e ganzen Dag duerch d'Land kutschéiert ,KUTSCHEIEREN1UNI1,,,eine Kutsche oder einen Wagen fahren oder bedienen,0.7860434055328369,,,eine Kutsche oder einen Wagen fahren oder bedienen,de,0.7860434055328369,Mat enger Kutsch oder engem anere Gefier fueren; eng Kutsch féieren.
Kutscher,SUBST,coachman,,Kutscher,,cocher,,d'Kanner wollten all niewent dem Kutscher sëtzen ,KUTSCHER1UNI1,,,"ein Mann, der eine Kutsche (oder einen Wagen) fährt",0.7032082080841064,,,"ein Mann, der eine Kutsche (oder einen Wagen) fährt",de,0.7032082080841064,"Persoun, déi eng Kutsch (Päerdswon) fiert a Passagéier oder Wueren domat transportéiert."
läimen,VRB,to take for a ride,,leimen,täuschen,rouler,tromper,"déi Kéier ware mer gutt geläimt ginn , dofir passe mer elo besser op ",LAIMEN1UNI2,,,betrügerisches Verhalten an den Tag legen; Tricksen oder Betrügen,0.6126460433006287,,,betrügerisches Verhalten an den Tag legen; Tricksen oder Betrügen,de,0.6126460433006287,"Mat Leim zesummekleeben oder befestegen; eppes mat Leim iwwerzéien, fir et ze halen oder ze versiegelen."
Lanthanoid,SUBST,lanthanide,,Lanthanoid,,lanthanide,,zum Grupp vun de Lanthanoide gehéieren ënner anerem de Lanthan an den Cer ,LANTHANOID1UNI1,any element of the lanthanide series (atomic numbers 57 through 71),0.6671393513679504,,,,,any element of the lanthanide series (atomic numbers 57 through 71),en,0.6671393513679504,"Chemescht Element aus der Grupp vun de Lanthanoiden (seltene Äerdmetaller) am Periodesystem, dat zu de Metaller gehéiert an dacks a Legierungen, Magnéiten an elektronesche Komponente benotzt gëtt."
laséieren,VRB,to varnish,,lasieren,,lasurer,,mäi Papp huet d'Fënsteren ofgeschlaff a laséiert ,LASEIEREN1UNI1,cover with varnish,0.6880444884300232,,,,,cover with varnish,en,0.6880444884300232,Eppes mat engem Laser behandelen oder schneiden.
lassginn,VRB,(to manage) to get rid of,"to dispose of, to sell",loswerden,verkaufen können,réussir à vendre,,bei deem Präis gitt der ärem Haus ni lass ! ,LASSGINN1UNI3,,,"verschenken, verkaufen oder an einen anderen übertragen",0.643949568271637,,,"verschenken, verkaufen oder an einen anderen übertragen",de,0.643949568271637,"Eppes ofginn oder verkaaften, fir et net méi ze behalen oder ze benotzen."
leeën,VRB,to lay,eggs,legen,Eier,pondre,des œufs,"eis Pëlle fänken un, (Eeër) ze leeën ",LEEEN1UNI4,lay eggs,0.727452278137207,,,,,lay eggs,en,0.727452278137207,"Eeër vun engem Vull (besonnesch vun enger Hunn), déi als Liewensmëttel benotzt ginn."
Léierin,SUBST,teacher,female primary teacher,Lehrerin,Grundschullehrerin,maîtresse,,virun der Stonn huet d'Léierin d'Hefter verdeelt ,LEIERIN1UNI1,a person whose occupation is teaching,0.6151080131530762,ein Lehrer an einer Schule unterhalb des Hochschulniveaus,0.6258512735366821,a woman instructor,0.6284623742103577,a person whose occupation is teaching,en,0.6151080131530762,"Eng Fra, déi als Enseignante schafft an an der Primärschoul Kanner ënnerriicht."
Librairie,SUBST,bookshop,,Buchhandlung,,librairie,,an där Librairie fënnt ee vill Bicher iwwer Planzen an Déieren ,LIBRAIRIE1UNI1,a shop where books are sold,0.790708065032959,"ein Geschäft, in dem Bücher verkauft werden",0.8135196566581726,a shop where books are sold,0.790708065032959,a shop where books are sold,en,0.790708065032959,"Geschäft, wou ee Bicher an aner Schrëft- oder Liesmaterialie ka kafen."
Liewen,SUBST,life,"living things, existence",Leben,das Lebendigsein,vie,existence,um Mound ass nach kee Liewe fonnt ginn ,LIEWEN1UNI1,living things collectively,0.6820831298828125,,,the experience of being alive; the course of human events and activities,0.6350589990615845,living things collectively,en,0.6820831298828125,"Zoustand oder Tatsaach, datt een oder eppes lieft; d’Existenz an d’Liewenszäit vun engem Wiesen oder och d’Liewensweis am Allgemengen."
