lemma	pos	en_word	en_definition	de_word	de_definition	fr_word	fr_definition	sentence	code	wn_definition_en	confidence_en	wn_definition_de	confidence_de	wn_definition_fr	confidence_fr	wn_definition	definition_language	confidence	lux_definition
Äerdkugel	SUBST	terrestrial globe		Erdkugel		globe terrestre		d'Äerdkugel dréit sech ëm hir eegen Achs 	AERDKUGEL1UNI1			eine Kugel, auf der eine Karte (insbesondere der Erde) dargestellt ist	0.6076792478561401			eine Kugel, auf der eine Karte (insbesondere der Erde) dargestellt ist	German	0.6076792478561401	eng Kugel, op där eng Kaart (besonnesch vun der Äerd) duergestallt ass
Äerzbëschof	SUBST	archbishop		Erzbischof		archevêque		den Äerzbëschof huet d'Kanner an der Kathedral gefirmt 	AERZBESCHOF1UNI1	a bishop of highest rank	0.682555079460144					a bishop of highest rank	English	0.682555079460144	e Bëschof vum héchste Rang
Afaart	SUBST	entrance		Zufahrt		accès	pour véhicules	d'Afaart fir an de Parking ass bei Héichwaasser gespaart 	AFAART1UNI1	the act of entering	0.6688207983970642					the act of entering	English	0.6688207983970642	d’Aktioun, fir eran ze goen
afänken	VRB	to capture		einfangen	einen Eindruck	représenter	exprimer	de Moler huet d'Hierschtatmosphär gutt agefaangen 	AFANKEN1UNI2	capture as if by hunting, snaring, or trapping	0.6180623173713684					capture as if by hunting, snaring, or trapping	English	0.6180623173713684	ergraff wéi wann een et duerch Juegd, eng Schling oder eng Fal kritt
aféieren	VRB	to introduce		einführen	hineinschieben	introduire	insérer, faire pénétrer	d'Doktesch huet d'Sonde ganz virsiichteg an de Mo ageféiert 	AFEIEREN1UNI4	introduce	0.7859978675842285					introduce	English	0.7859978675842285	eppes oder een neies bekannt maachen oder an d’Benotzung bréngen
Aféierung	SUBST	introduction	of something new	Einführung		introduction	d'une nouveauté	duerch d'Aféierung vum Computer huet d'Bürosaarbecht sech staark verännert 	AFEIERUNG1UNI1	the act of beginning something new	0.6319668292999268			the act of beginning something new	0.6319668292999268	the act of beginning something new	English	0.6319668292999268	den Akt, eppes Neies unzefänken
Affär	SUBST	deal		Geschäft		affaire	transaction commerciale	ech hunn haut eng gutt Affär gemaach 	AFFAR1UNI2			eine Handelseinrichtung für den Einzelverkauf von Waren oder Dienstleistungen	0.6538097262382507			eine Handelseinrichtung für den Einzelverkauf von Waren oder Dienstleistungen	German	0.6538097262382507	eng Ariichtung fir de Verkaf vu Wueren oder Déngschtleeschtungen un eenzel Clienten
Affekot	SUBST	lawyer		Rechtsanwalt		avocat	auxiliaire de justice	den Affekot verteidegt säi Client viru Geriicht 	AFFEKOT1UNI1	a professional person authorized to practice law; conducts lawsuits or gives legal advice	0.6320782899856567	ein Anwalt, der vor Gericht vertritt	0.6757782101631165	a lawyer who pleads cases in court	0.7018650770187378	a professional person authorized to practice law; conducts lawsuits or gives legal advice	English	0.6320782899856567	eng Fachpersoun, déi berechtegt ass, juristesch ze schaffen; féiert Prozesser oder gëtt juristesch Berodung
Affektatioun	SUBST	post	job	Anstellung	Stelle	emploi	embauche	ech kréien eng Affektatioun bei der Gemeng 	AFFEKTATIOUN1UNI2	a job in an organization	0.6154341697692871					a job in an organization	English	0.6154341697692871	eng Aarbecht an enger Organisatioun
affrontéiert	ADJ	brazen		unverschämt		effronté		säin affrontéiert Behuelen huet muncheree schockéiert 	AFFRONTEIERT1UNI1			nicht peinlich berührt	0.6125630140304565			nicht peinlich berührt	German	0.6125630140304565	net onwuel beréiert
Afghan	SUBST	Afghan		Afghane		Afghan		mäi beschte Frënd ass Afghan 	AFGHAN1UNI1	a native or inhabitant of Afghanistan	0.6442236304283142	ein Eingeborener oder Bewohner Afghanistans	0.6758665442466736	a native or inhabitant of Afghanistan	0.6442236304283142	a native or inhabitant of Afghanistan	English	0.6442236304283142	eng Persoun, déi aus Afghanistan kënnt oder do wunnt
Afloss	SUBST	influence	power	Einfluss	Macht	influence	pouvoir	als Member vum Verwaltungsrot huet säi Papp vill Afloss an der Firma 	AFLOSS1UNI1			Macht, mit der etwas oder jemand beeinflusst oder beherrscht wird	0.7079833745956421			Macht, mit der etwas oder jemand beeinflusst oder beherrscht wird	German	0.7079833745956421	Kraaft, mat där eppes oder een beaflosst oder kontrolléiert gëtt
Afrikaner	SUBST	African		Afrikaner		Africain		de Weltmeeschter am Héichsprong ass den Ament en Afrikaner 	AFRIKANER1UNI1	a native or inhabitant of Africa	0.6431235074996948					a native or inhabitant of Africa	English	0.6431235074996948	eng Persoun, déi an Afrika gebuer ass oder do wunnt
afügen	VRB	to add		einfügen		insérer	ajouter	den Auteur huet en neit Kapitel a säi Buch agefüügt 	AFUGEN1UNI1			eins werden; integriert werden	0.7202611565589905			eins werden; integriert werden	German	0.7202611565589905	zu engem Ganzen zesummewuessen; agebonne ginn
Agang	SUBST	entrance		Eingang	Eingangsbereich	entrée	lieu d'accès	iwwer dem Agang vum Hotel houng eng grouss Auer 	AGANG1UNI1	the act of entering	0.6688207983970642					the act of entering	English	0.6688207983970642	den Akt, fir eran ze goen
agéieren	VRB	to act		handeln	tätig werden, tätig sein	agir	entrer en action, être en action	an dëser Affär muss séier agéiert ginn 	AGEIEREN1UNI1			seinen Pflichten nachkommen	0.7061977386474609			seinen Pflichten nachkommen	German	0.7061977386474609	seng Flichte erfëllen
Agence	SUBST	agency	official department	Institut		agence	organisme administratif	d'Regierung huet hir nei Agence fir Entwécklungshëllef virgestallt 	AGENCE1UNI3	an administrative unit of government	0.6121065616607666			an administrative unit of government	0.6121065616607666	an administrative unit of government	English	0.6121065616607666	eng administrativ Eenheet vun der Regierung
Agence de voyage	SUBST	travel agent		Reisebüro		agence de voyage		eis Agence de voyage offréiert fir d'Vakanz aacht nei Destinatiounen 	AGENCEDEVOYAGE1UNI1			Geschäft, das Reisen vermittelt und/oder organisiert	0.775714635848999			Geschäft, das Reisen vermittelt und/oder organisiert	German	0.775714635848999	Buttek, deen Reesen vermëttelt an/oder organiséiert
Agent	SUBST	secret agent		Agent		agent secret		den Agent ass a geheimer Missioun ënnerwee 	AGENT1UNI1					a person secretly employed in espionage for a government	0.6534903645515442	a person secretly employed in espionage for a government	English	0.6534903645515442	eng Persoun, déi am Geheimen am Déngscht vun enger Regierung Informatiounen ausspionéiert
Agent	SUBST	police officer		Polizeibeamter		agent de police		et waren zwee Agenten op der Plaz vum Accident 	AGENT1UNI3			Beamter, Angehöriger der Polizei	0.7674800157546997			Beamter, Angehöriger der Polizei	German	0.7674800157546997	Beamten, Member vun der Police
ageschneit	ADJ	snowed in		eingeschneit		enneigé		ech hunn den ageschneiten Auto fräigeschëppt 	AGESCHNEIT1UNI1					covered with snow	0.6781923770904541	covered with snow	English	0.6781923770904541	mat Schnéi bedeckt
Ageständnes	SUBST	confession		Eingeständnis		aveu		sengem eegenen Ageständnes no huet hien d'Sue geklaut 	AGESTANDNES1UNI1	an admission of misdeeds or faults	0.6266225576400757	die Handlung des Zugestehens oder Nachgebens	0.6002316474914551			an admission of misdeeds or faults	English	0.6266225576400757	eng Zougeständnis vu Mëssstécker oder Feeler
agestoen	VRB	to confess		eingestehen		admettre	reconnaître	ech gesti meng Feeler an 	AGESTOEN1UNI1	admit (to a wrongdoing)	0.6854146718978882	zugeben (ein Fehlverhalten)	0.6357767581939697			admit (to a wrongdoing)	English	0.6854146718978882	eegen, datt een eppes Falsches gemaach huet
Aggressioun	SUBST	aggression	aggressive attitude	Aggression	Gewaltbereitschaft	agression	disposition à la violence	säi Mësserfolleg huet Aggressioune bei him provozéiert 	AGGRESSIOUN1UNI2	a disposition to behave aggressively	0.7307007312774658			a disposition to behave aggressively	0.7307007312774658	a disposition to behave aggressively	English	0.7307007312774658	eng Astellung, sech feindselig a gewalttäteg ze verhalen
aggressiv	ADJ	aggressive	belligerent	aggressiv	gewaltbereit	agressif	menaçant	säin aggressiivt Behuele mécht eis Suergen 	AGGRESSIV1UNI1					defiantly aggressive	0.6511802673339844	defiantly aggressive	English	0.6511802673339844	trotzeg feindselëg
Aggressivitéit	SUBST	aggressiveness	violent disposition	Aggressivität	Charaktereigenschaft	agressivité		ech reagéiere meng Aggressivitéit duerch Boxen of 	AGGRESSIVITEIT1UNI1	a natural disposition to be hostile	0.6887304782867432			obstreperous and defiant aggressiveness	0.6909721493721008	a natural disposition to be hostile	English	0.6887304782867432	eng natierlech Astellung, fir feindselëg ze sinn
aglidderen	VRB	to incorporate		eingliedern		intégrer	inclure	dee Service gëtt an eng gréisser Struktur agegliddert 	AGLIDDEREN1UNI1	form a corporation	0.6358664631843567	eins werden; integriert werden	0.7252453565597534			form a corporation	English	0.6358664631843567	eng Gesellschaft grënnen
agoen	VRB	to shrink		eingehen	beim Waschen	rétrécir	au lavage	hie kritt seng Box net méi un, well se an der Wäsch agaangen ass 	AGOEN1UNI1					become smaller or lose substance	0.6657395362854004	become smaller or lose substance	English	0.6657395362854004	méi kleng ginn oder u Substanz verléieren
agoen	VRB	to consider		eingehen auf	sich auseinandersetzen mit	réfléchir à		de Professer geet op de Schüler hir Problemer an 	AGOEN1UNI4	give careful consideration to	0.6160863637924194					give careful consideration to	English	0.6160863637924194	eppes grëndlech iwwerdenken
agoen	VRB	to sink		einsinken		s'enfoncer		mir si bis iwwer d'Knéien an de Schnéi agaangen 	AGOEN1UNI7	cause to sink	0.7059069275856018					cause to sink	English	0.7059069275856018	verursaachen, datt eppes ënnergeet
Agrafeuse	SUBST	stapler		Hefter		agrafeuse	de bureau	wien huet mer dann elo schonn nees mäi Locher a meng Agrafeuse geholl? 	AGRAFEUSE1UNI1	a machine that inserts staples into sheets of paper in order to fasten them together	0.6544598937034607					a machine that inserts staples into sheets of paper in order to fasten them together	English	0.6544598937034607	eng Maschinn, déi Klameren an Pabeiersblieder dréckt, fir se zesummen ze befestegen
Agrement	SUBST	licence	authorization	Zulassung	Erlaubnis	agrément	permission	fir eng konventionéiert Crèche däerfen opzemaachen, brauch een en Agrement vum zoustännege Ministère 	AGREMENT1UNI1			amtliche Erlaubnis oder Genehmigung	0.7322547435760498			amtliche Erlaubnis oder Genehmigung	German	0.7322547435760498	offiziell Erlaabnis oder Zoustëmmung
agrenzen	VRB	to restrict		eingrenzen	beschränken	restreindre	limiter	dat Theema muss fir d'Diskussioun agegrenzt ginn 	AGRENZEN1UNI1	place restrictions on	0.6517159938812256					place restrictions on	English	0.6517159938812256	Aschränkungen op eppes leeën
Ägypter	SUBST	Egyptian		Ägypter		Égyptien		mäi beschte Frënd ass Ägypter 	AGYPTER1UNI1	a native or inhabitant of Egypt	0.6486719250679016					a native or inhabitant of Egypt	English	0.6486719250679016	eng Persoun, déi aus Egypten staamt oder do wunnt
Ahorn	SUBST	maple	wood	Ahorn	Holz	érable	bois	eisen neie Schaf ass aus Ahorn 	AHORN1UNI2	wood of any of various maple trees; especially the hard close-grained wood of the sugar maple; used especially for furniture and flooring	0.6080299615859985					wood of any of various maple trees; especially the hard close-grained wood of the sugar maple; used especially for furniture and flooring	English	0.6080299615859985	Holz vun iergendenger vun de verschiddene Beem aus der Gattung vun de Mapelbeem; besonnesch dat haart, fein a dicht gemasert Holz vum Zocker-Mapel; gëtt virun allem fir Miwwelen a Biedem benotzt
Aide	SUBST	(financial) aid		Beihilfe	finanzielle Unterstützung	aide (financière)		wann ee säin Haus wëllt energeetesch sanéieren, huet ee verschidden Aiden zegutt 	AIDE1UNI1			jede finanzielle Unterstützung	0.7668710947036743			jede finanzielle Unterstützung	German	0.7668710947036743	all finanziell Ënnerstëtzung
Airline	SUBST	airline		Airline		compagnie aérienne		d'Airline huet zwee nei Fligere kaaft 	AIRLINE1UNI1			ein gewerbliches Unternehmen, das Linienflüge für Passagiere anbietet	0.7061505317687988			ein gewerbliches Unternehmen, das Linienflüge für Passagiere anbietet	German	0.7061505317687988	eng kommerziell Betrib, deen reegelméisseg Passagéierflich ubitt
äiseg	ADJ	icy	freezing	eisig	sehr kalt	glacial		no där äiseger Wanternuecht war de Séi zougefruer 	AISEG1UNI1	extremely cold	0.6538475155830383	mit Frost bedeckt	0.6532634496688843	as cold as ice	0.6075494885444641	extremely cold	English	0.6538475155830383	extrem kal
äiseg	ADJ	icy	unfriendly	eisig		glacial		déi zwee Géigner sëtze sech mat äisege Minne géintiwwer 	AISEG1UNI2	devoid of warmth and cordiality; expressive of unfriendliness or disdain	0.6693342328071594			devoid of warmth and cordiality; expressive of unfriendliness or disdain	0.6693342328071594	devoid of warmth and cordiality; expressive of unfriendliness or disdain	English	0.6693342328071594	ouni Häerztlechkeet a Frëndlechkeet; weist Onfrëndlechkeet oder Veruechtung
äiskal	ADJ	ice-cold		eiskalt	sehr kalt	glacé	très froid	dobausse bléist en äiskale Wand 	AISKAL1UNI1	as cold as ice	0.7774953842163086			as cold as ice	0.7774953842163086	as cold as ice	English	0.7774953842163086	sou kal wéi Äis
äiskal	ADJ	ice-cold		eiskalt	Kälte spürend	gelé		et ass mer äiskal , maach emol d'Heizung un! 	AISKAL1UNI3	as cold as ice	0.7774953842163086			as cold as ice	0.7774953842163086	as cold as ice	English	0.7774953842163086	sou kal wéi Äis
Äispist	SUBST	ice rink		Eislaufbahn		patinoire		se sinn op d'Äispist Schlittschong fuere gaangen 	AISPIST1UNI1					building that contains a surface for ice skating or roller skating	0.6978469491004944	building that contains a surface for ice skating or roller skating	English	0.6978469491004944	Gebai, dat eng Fläch fir Äislafen oder Rollschongfueren enthält
Ajoute	SUBST	codicil		Zusatz		ajout (textuel)		de Verstuerwenen huet kuerz viru sengem Doud eng handschrëftlech Ajoute op säin Testament gemaach 	AJOUTE1UNI1			eine hinzugefügte Menge (z. B. um einen Mangel auszugleichen)	0.6319378614425659			eine hinzugefügte Menge (z. B. um einen Mangel auszugleichen)	German	0.6319378614425659	eng dobäigesate Quantitéit (z. B. fir e Manktem auszegläichen)
ajustéieren	VRB	to alter		anpassen		ajuster	un vêtement	d'Néiesch ajustéiert der Braut hiert Kleed 	AJUSTEIEREN1UNI3	make an alteration to	0.766933023929596	nach Bedarf anfertigen	0.6075078845024109			make an alteration to	English	0.766933023929596	eng Ännerung drun maachen
Ajustement	SUBST	adaptation		Anpassung		ajustement		et ass nees en Ajustement vun de Gehälter un d'Liewenskäschte fälleg 	AJUSTEMENT1UNI1	the process of adapting to something (such as environmental conditions)	0.6449323892593384	das Anpassen oder Anpassen an die Umstände	0.8136798143386841	the process of adapting to something (such as environmental conditions)	0.6449323892593384	the process of adapting to something (such as environmental conditions)	English	0.6449323892593384	de Prozess, sech un eppes unzepassen (wéi zum Beispill un Ëmweltbedéngungen)
Akadeemiker	SUBST	university graduate		Akademiker		diplômé	d'université	fir dëse Poste gëtt en Akadeemiker gesicht 	AKADEEMIKER1UNI1			ein Pädagoge, der an einer Hochschule oder Universität arbeitet	0.6069324016571045			ein Pädagoge, der an einer Hochschule oder Universität arbeitet	German	0.6069324016571045	e Pedagog, deen op enger Héichschoul oder op enger Universitéit schafft
Akaf	SUBST	purchasing department		Einkauf	Abteilung eines Unternehmens	service des achats	dans une entreprise	mäi Brudder ass vun der Vente an den Akaf gewiesselt 	AKAF1UNI2					the division of a business that is responsible for purchases	0.6493438482284546	the division of a business that is responsible for purchases	English	0.6493438482284546	d’Ofdeelung an enger Firma, déi fir d’Akaafe verantwortlech ass
